year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
1982,AZ_East,ASO,5.0,36.12,36.76,19.12,32,22,38,1.417133593333333,,,,,,,,,,,,
1983,AZ_East,ASO,5.0,39.32,37.72,14.96,14,31,47,2.5456899666666666,,,,,,,,,,,,
1984,AZ_East,ASO,5.0,37.28,29.6,25.12,28,27,37,2.160018533333333,,,,,,,,,,,,
1985,AZ_East,ASO,5.0,39.68,32.36,19.96,30,54,8,1.6974689333333333,,,,,,,,,,,,
1986,AZ_East,ASO,5.0,32.4,36.04,23.56,37,26,29,1.6350999666666668,,,,,,,,,,,,
1987,AZ_East,ASO,5.0,37.31999999999999,36.28,18.4,40,35,17,1.2959326,,,,,,,,,,,,
1988,AZ_East,ASO,5.0,35.2,31.68,25.12,38,31,23,1.7610182666666667,,,,,,,,,,,,
1989,AZ_East,ASO,5.0,32.44,32.4,27.16,41,38,13,1.0033578666666667,,,,,,,,,,,,
1990,AZ_East,ASO,5.0,34.48,37.48,20.04,28,46,18,1.5537327,,,,,,,,,,,,
1991,AZ_East,ASO,5.0,30.84,39.36,21.8,33,35,24,1.1636107333333334,,,,,,,,,,,,
1992,AZ_East,ASO,5.0,34.72,37.6,19.68,38,31,23,1.5060146233333331,,,,,,,,,,,,
1993,AZ_East,ASO,5.0,35.28,34.36,22.36,41,34,17,1.6743990133333335,,,,,,,,,,,,
1994,AZ_East,ASO,5.0,33.28,36.6,22.12,40,34,18,1.4301034333333331,,,,,,,,,,,,
1995,AZ_East,ASO,5.0,34.84,35.6,21.56,41,30,21,1.2076333099999998,,,,,,,,,,,,
1996,AZ_East,ASO,5.0,36.96,31.8,23.24,39,39,14,1.6475956333333333,,,,,,,,,,,,
1997,AZ_East,ASO,5.0,33.56,36.32,22.12,23,29,40,1.5442631333333334,,,,,,,,,,,,
1998,AZ_East,ASO,5.0,34.8,31.64,25.56,31,35,26,1.3573010000000003,,,,,,,,,,,,
1999,AZ_East,ASO,5.0,35.24,33.8,22.96,40,32,20,1.539965768,,,,,,,,,,,,
2000,AZ_East,ASO,5.0,36.92,28.8,26.28,36,40,16,2.11024083,,,,,,,,,,,,
2001,AZ_East,ASO,5.0,40.92,30.96,20.12,48,27,17,1.0443870666666666,,,,,,,,,,,,
2002,AZ_East,ASO,5.0,35.6,35.04,21.36,53,32,7,1.3030285833333333,,,,,,,,,,,,
2003,AZ_East,ASO,5.0,35.84,30.96,25.2,37,30,25,1.0586241566666663,,,,,,,,,,,,
2004,AZ_East,ASO,5.0,32.16,37.96,21.88,51,32,9,1.3819802333333333,,,,,,,,,,,,
2005,AZ_East,ASO,5.0,33.0,33.28,25.72,39,37,16,1.1946912666666667,,,,,,,,,,,,
2006,AZ_East,ASO,5.0,34.16,33.88,23.96,35,29,28,1.7531600333333337,,,,,,,,,,,,
2007,AZ_East,ASO,5.0,36.4,32.36,23.24,35,34,23,1.0603157833333332,,,,,,,,,,,,
2008,AZ_East,ASO,5.0,37.0,33.32,21.68,43,34,15,1.12059081,,,,,,,,,,,,
2009,AZ_East,ASO,5.0,33.52,34.480000000000004,24.0,49,37,6,0.6860265933333333,,,,,,,,,,,,
2010,AZ_East,ASO,5.0,39.0,25.880000000000003,27.12,37,41,14,1.2711253866666667,,,,,,,,,,,,
2011,AZ_East,ASO,5.0,37.84,29.04,25.12,39,38,15,1.2835983333333332,,,,,,,,,,,,
2012,AZ_East,ASO,5.0,37.04,31.88,23.08,43,27,22,0.9751166466666666,,,,,,,,,,,,
2013,AZ_East,ASO,5.0,33.68,32.36,25.96,40,22,30,1.3603513366666666,,,,,,,,,,,,
2014,AZ_East,ASO,5.0,31.8,38.68,21.52,29,34,29,1.9594369333333332,,,,,,,,,,,,
2015,AZ_East,ASO,5.0,29.72,37.84,24.44,13,60,19,1.6948011,,,,,,,,,,,,
2016,AZ_East,ASO,5.0,30.28,34.2,27.52,31,48,13,1.4490151666666666,,,,,,,,,,,,
2017,AZ_East,ASO,5.0,35.0,31.96,25.04,40,38,14,0.6573604646666668,,,,,,,,,,,,
2018,AZ_East,ASO,5.0,29.67,36.81,25.53,26,47,19,1.7708060666666663,,,,,,,,,,,,
2019,AZ_East,ASO,5.0,30.57,37.63,23.81,41,43,8,0.90420237,,,,,,,,,,,,
2020,AZ_East,ASO,5.0,34.04,33.0,24.96,65,26,1,0.3567855666666666,,,,,,,,,,,,
2021,AZ_East,ASO,5.0,34.68,32.17,25.14,32,44,16,1.4400418233333332,,,,,,,,,,,,
2022,AZ_East,ASO,5.0,34.230000000000004,31.12,26.64,19,38,35,2.0313369333333333,,,,,,,,,,,,
2023,AZ_East,ASO,5.0,36.25,35.74,20.0,48,19,25,0.8739025100000001,,,,,,,,,,,,
1981,AZ_East,ASO,6.0,40.2,31.72,20.08,26,38,28,1.2230262333333333,,,,,,,,,,,,
1982,AZ_East,ASO,6.0,35.879999999999995,37.32,18.8,32,22,38,1.417133593333333,,,,,,,,,,,,
1983,AZ_East,ASO,6.0,40.28,34.96,16.759999999999998,14,31,47,2.5456899666666666,,,,,,,,,,,,
1984,AZ_East,ASO,6.0,33.36,35.16,23.48,28,27,37,2.160018533333333,,,,,,,,,,,,
1985,AZ_East,ASO,6.0,39.2,34.120000000000005,18.68,30,54,8,1.6974689333333333,,,,,,,,,,,,
1986,AZ_East,ASO,6.0,31.64,36.96,23.4,37,26,29,1.6350999666666668,,,,,,,,,,,,
1987,AZ_East,ASO,6.0,38.12,36.24,17.64,40,35,17,1.2959326,,,,,,,,,,,,
1988,AZ_East,ASO,6.0,39.52,30.08,22.4,38,31,23,1.7610182666666667,,,,,,,,,,,,
1989,AZ_East,ASO,6.0,36.92,32.44,22.64,41,38,13,1.0033578666666667,,,,,,,,,,,,
1990,AZ_East,ASO,6.0,33.64,36.72,21.64,28,46,18,1.5537327,,,,,,,,,,,,
1991,AZ_East,ASO,6.0,32.76,38.24,21.0,33,35,24,1.1636107333333334,,,,,,,,,,,,
1992,AZ_East,ASO,6.0,37.120000000000005,36.68,18.2,38,31,23,1.5060146233333331,,,,,,,,,,,,
1993,AZ_East,ASO,6.0,35.6,31.96,24.44,41,34,17,1.6743990133333335,,,,,,,,,,,,
1994,AZ_East,ASO,6.0,35.36,37.48,19.16,40,34,18,1.4301034333333331,,,,,,,,,,,,
1995,AZ_East,ASO,6.0,36.52,34.96,20.52,41,30,21,1.2076333099999998,,,,,,,,,,,,
1996,AZ_East,ASO,6.0,35.16,34.04,22.8,39,39,14,1.6475956333333333,,,,,,,,,,,,
1997,AZ_East,ASO,6.0,31.16,38.48,22.36,23,29,40,1.5442631333333334,,,,,,,,,,,,
1998,AZ_East,ASO,6.0,32.760000000000005,32.2,27.04,31,35,26,1.3573010000000003,,,,,,,,,,,,
1999,AZ_East,ASO,6.0,38.2,26.28,27.520000000000003,40,32,20,1.539965768,,,,,,,,,,,,
2000,AZ_East,ASO,6.0,34.32,33.0,24.68,36,40,16,2.11024083,,,,,,,,,,,,
2001,AZ_East,ASO,6.0,34.2,32.6,25.200000000000003,48,27,17,1.0443870666666666,,,,,,,,,,,,
2002,AZ_East,ASO,6.0,32.04,36.64,23.32,53,32,7,1.3030285833333333,,,,,,,,,,,,
2003,AZ_East,ASO,6.0,37.6,33.72,20.68,37,30,25,1.0586241566666663,,,,,,,,,,,,
2004,AZ_East,ASO,6.0,34.96,34.92,22.12,51,32,9,1.3819802333333333,,,,,,,,,,,,
2005,AZ_East,ASO,6.0,35.64,31.880000000000003,24.48,39,37,16,1.1946912666666667,,,,,,,,,,,,
2006,AZ_East,ASO,6.0,36.84,32.68,22.48,35,29,28,1.7531600333333337,,,,,,,,,,,,
2007,AZ_East,ASO,6.0,37.68,33.24,21.08,35,34,23,1.0603157833333332,,,,,,,,,,,,
2008,AZ_East,ASO,6.0,37.72,32.12,22.16,43,34,15,1.12059081,,,,,,,,,,,,
2009,AZ_East,ASO,6.0,28.96,39.04,24.0,49,37,6,0.6860265933333333,,,,,,,,,,,,
2010,AZ_East,ASO,6.0,37.0,26.72,28.28,37,41,14,1.2711253866666667,,,,,,,,,,,,
2011,AZ_East,ASO,6.0,38.08,28.96,24.96,39,38,15,1.2835983333333332,,,,,,,,,,,,
2012,AZ_East,ASO,6.0,36.92,32.480000000000004,22.6,43,27,22,0.9751166466666666,,,,,,,,,,,,
2013,AZ_East,ASO,6.0,34.96,34.04,23.0,40,22,30,1.3603513366666666,,,,,,,,,,,,
2014,AZ_East,ASO,6.0,27.88,36.4,27.72,29,34,29,1.9594369333333332,,,,,,,,,,,,
2015,AZ_East,ASO,6.0,25.6,37.120000000000005,29.28,13,60,19,1.6948011,,,,,,,,,,,,
2016,AZ_East,ASO,6.0,33.4,32.76,25.84,31,48,13,1.4490151666666666,,,,,,,,,,,,
2017,AZ_East,ASO,6.0,33.0,38.04,20.96,40,38,14,0.6573604646666668,,,,,,,,,,,,
2018,AZ_East,ASO,6.0,28.02,34.78,29.2,26,47,19,1.7708060666666663,,,,,,,,,,,,
2019,AZ_East,ASO,6.0,31.53,38.82,21.65,41,43,8,0.90420237,,,,,,,,,,,,
2020,AZ_East,ASO,6.0,30.29,33.53,28.17,65,26,1,0.3567855666666666,,,,,,,,,,,,
2021,AZ_East,ASO,6.0,36.76,33.980000000000004,21.26,32,44,16,1.4400418233333332,,,,,,,,,,,,
2022,AZ_East,ASO,6.0,33.72,32.47,25.81,19,38,35,2.0313369333333333,,,,,,,,,,,,
2023,AZ_East,ASO,6.0,35.96,35.93,20.12,48,19,25,0.8739025100000001,,,,,,,,,,,,
1981,AZ_East,ASO,7.0,43.36,30.92,17.72,26,38,28,1.2230262333333333,,,,,,,,,,,,
1982,AZ_East,ASO,7.0,38.12,38.52,15.36,32,22,38,1.417133593333333,,,,,,,,,,,,
1983,AZ_East,ASO,7.0,45.24,32.36,14.4,14,31,47,2.5456899666666666,,,,,,,,,,,,
1984,AZ_East,ASO,7.0,40.0,28.76,23.24,28,27,37,2.160018533333333,,,,,,,,,,,,
1985,AZ_East,ASO,7.0,41.88,34.48,15.64,30,54,8,1.6974689333333333,,,,,,,,,,,,
1986,AZ_East,ASO,7.0,35.96,35.08,20.96,37,26,29,1.6350999666666668,,,,,,,,,,,,
1987,AZ_East,ASO,7.0,46.44,29.92,15.64,40,35,17,1.2959326,,,,,,,,,,,,
1988,AZ_East,ASO,7.0,42.08,29.6,20.32,38,31,23,1.7610182666666667,,,,,,,,,,,,
1989,AZ_East,ASO,7.0,41.24,32.76,18.0,41,38,13,1.0033578666666667,,,,,,,,,,,,
1990,AZ_East,ASO,7.0,36.32,33.32,22.36,28,46,18,1.5537327,,,,,,,,,,,,
1991,AZ_East,ASO,7.0,35.32,37.08,19.6,33,35,24,1.1636107333333334,,,,,,,,,,,,
1992,AZ_East,ASO,7.0,38.6,37.6,15.8,38,31,23,1.5060146233333331,,,,,,,,,,,,
1993,AZ_East,ASO,7.0,39.4,35.24,17.36,41,34,17,1.6743990133333335,,,,,,,,,,,,
1994,AZ_East,ASO,7.0,34.120000000000005,38.72,19.16,40,34,18,1.4301034333333331,,,,,,,,,,,,
1995,AZ_East,ASO,7.0,45.04,31.44,15.52,41,30,21,1.2076333099999998,,,,,,,,,,,,
1996,AZ_East,ASO,7.0,40.88,33.08,18.04,39,39,14,1.6475956333333333,,,,,,,,,,,,
1997,AZ_East,ASO,7.0,33.160000000000004,36.92,21.92,23,29,40,1.5442631333333334,,,,,,,,,,,,
1998,AZ_East,ASO,7.0,39.36,28.84,23.8,31,35,26,1.3573010000000003,,,,,,,,,,,,
1999,AZ_East,ASO,7.0,42.44,30.88,18.68,40,32,20,1.539965768,,,,,,,,,,,,
2000,AZ_East,ASO,7.0,42.24,34.56,15.2,36,40,16,2.11024083,,,,,,,,,,,,
2001,AZ_East,ASO,7.0,40.48,29.84,21.68,48,27,17,1.0443870666666666,,,,,,,,,,,,
2002,AZ_East,ASO,7.0,39.0,37.08,15.92,53,32,7,1.3030285833333333,,,,,,,,,,,,
2003,AZ_East,ASO,7.0,43.8,30.36,17.84,37,30,25,1.0586241566666663,,,,,,,,,,,,
2004,AZ_East,ASO,7.0,45.76,32.6,13.64,51,32,9,1.3819802333333333,,,,,,,,,,,,
2005,AZ_East,ASO,7.0,41.44,32.2,18.36,39,37,16,1.1946912666666667,,,,,,,,,,,,
2006,AZ_East,ASO,7.0,41.48,30.0,20.52,35,29,28,1.7531600333333337,,,,,,,,,,,,
2007,AZ_East,ASO,7.0,38.32,31.76,21.92,35,34,23,1.0603157833333332,,,,,,,,,,,,
2008,AZ_East,ASO,7.0,42.72,32.92,16.36,43,34,15,1.12059081,,,,,,,,,,,,
2009,AZ_East,ASO,7.0,36.48,35.879999999999995,19.64,49,37,6,0.6860265933333333,,,,,,,,,,,,
2010,AZ_East,ASO,7.0,46.88,26.92,18.2,37,41,14,1.2711253866666667,,,,,,,,,,,,
2011,AZ_East,ASO,7.0,40.76,33.52,17.72,39,38,15,1.2835983333333332,,,,,,,,,,,,
2012,AZ_East,ASO,7.0,41.48,33.64,16.88,43,27,22,0.9751166466666666,,,,,,,,,,,,
2013,AZ_East,ASO,7.0,38.32,32.6,21.08,40,22,30,1.3603513366666666,,,,,,,,,,,,
2014,AZ_East,ASO,7.0,31.64,36.72,23.64,29,34,29,1.9594369333333332,,,,,,,,,,,,
2015,AZ_East,ASO,7.0,26.8,34.84,30.36,13,60,19,1.6948011,,,,,,,,,,,,
2016,AZ_East,ASO,7.0,35.72,34.28,22.0,31,48,13,1.4490151666666666,,,,,,,,,,,,
2017,AZ_East,ASO,7.0,37.88,35.24,18.880000000000003,40,38,14,0.6573604646666668,,,,,,,,,,,,
2018,AZ_East,ASO,7.0,32.84,37.47,21.69,26,47,19,1.7708060666666663,,,,,,,,,,,,
2019,AZ_East,ASO,7.0,36.43,35.65,19.92,41,43,8,0.90420237,,,,,,,,,,,,
2020,AZ_East,ASO,7.0,37.8,31.08,23.11,65,26,1,0.3567855666666666,,,,,,,,,,,,
2021,AZ_East,ASO,7.0,41.17,32.94,17.89,32,44,16,1.4400418233333332,,,,,,,,,,,,
2022,AZ_East,ASO,7.0,37.68,32.18,22.14,19,38,35,2.0313369333333333,,,,,,,,,,,,
2023,AZ_East,ASO,7.0,43.82,31.75,16.44,48,19,25,0.8739025100000001,,,,,,,,,,,,
1981,AZ_East,ASO,8.0,41.96,39.64,10.4,26,38,28,1.2230262333333333,,,,,,,,,,,,
1982,AZ_East,ASO,8.0,33.44,35.6,22.96,32,22,38,1.417133593333333,,,,,,,,,,,,
1983,AZ_East,ASO,8.0,31.16,30.24,30.6,14,31,47,2.5456899666666666,,,,,,,,,,,,
1984,AZ_East,ASO,8.0,37.2,31.08,23.72,28,27,37,2.160018533333333,,,,,,,,,,,,
1985,AZ_East,ASO,8.0,37.88,41.28,12.84,30,54,8,1.6974689333333333,,,,,,,,,,,,
1986,AZ_East,ASO,8.0,34.68,43.08,14.24,37,26,29,1.6350999666666668,,,,,,,,,,,,
1987,AZ_East,ASO,8.0,38.2,31.32,22.48,40,35,17,1.2959326,,,,,,,,,,,,
1988,AZ_East,ASO,8.0,39.56,30.8,21.64,38,31,23,1.7610182666666667,,,,,,,,,,,,
1989,AZ_East,ASO,8.0,37.48,34.800000000000004,19.72,41,38,13,1.0033578666666667,,,,,,,,,,,,
1990,AZ_East,ASO,8.0,37.52,41.44,13.04,28,46,18,1.5537327,,,,,,,,,,,,
1991,AZ_East,ASO,8.0,28.96,37.44,25.6,33,35,24,1.1636107333333334,,,,,,,,,,,,
1992,AZ_East,ASO,8.0,33.68,39.28,19.04,38,31,23,1.5060146233333331,,,,,,,,,,,,
1993,AZ_East,ASO,8.0,38.0,38.96,15.04,41,34,17,1.6743990133333335,,,,,,,,,,,,
1994,AZ_East,ASO,8.0,32.56,40.2,19.24,40,34,18,1.4301034333333331,,,,,,,,,,,,
1995,AZ_East,ASO,8.0,42.68,31.72,17.6,41,30,21,1.2076333099999998,,,,,,,,,,,,
1996,AZ_East,ASO,8.0,41.0,33.92,17.08,39,39,14,1.6475956333333333,,,,,,,,,,,,
1997,AZ_East,ASO,8.0,31.4,31.0,29.6,23,29,40,1.5442631333333334,,,,,,,,,,,,
1998,AZ_East,ASO,8.0,33.44,35.96,22.6,31,35,26,1.3573010000000003,,,,,,,,,,,,
1999,AZ_East,ASO,8.0,40.16,34.64,17.2,40,32,20,1.539965768,,,,,,,,,,,,
2000,AZ_East,ASO,8.0,40.84,35.28,15.88,36,40,16,2.11024083,,,,,,,,,,,,
2001,AZ_East,ASO,8.0,35.84,29.200000000000003,26.96,48,27,17,1.0443870666666666,,,,,,,,,,,,
2002,AZ_East,ASO,8.0,33.2,39.72,19.08,53,32,7,1.3030285833333333,,,,,,,,,,,,
2003,AZ_East,ASO,8.0,42.64,31.36,18.0,37,30,25,1.0586241566666663,,,,,,,,,,,,
2004,AZ_East,ASO,8.0,44.0,38.12,9.88,51,32,9,1.3819802333333333,,,,,,,,,,,,
2005,AZ_East,ASO,8.0,37.64,22.92,31.44,39,37,16,1.1946912666666667,,,,,,,,,,,,
2006,AZ_East,ASO,8.0,35.36,33.64,23.0,35,29,28,1.7531600333333337,,,,,,,,,,,,
2007,AZ_East,ASO,8.0,38.44,32.88,20.68,35,34,23,1.0603157833333332,,,,,,,,,,,,
2008,AZ_East,ASO,8.0,41.84,33.0,17.16,43,34,15,1.12059081,,,,,,,,,,,,
2009,AZ_East,ASO,8.0,40.0,39.6,12.4,49,37,6,0.6860265933333333,,,,,,,,,,,,
2010,AZ_East,ASO,8.0,40.96,28.52,22.52,37,41,14,1.2711253866666667,,,,,,,,,,,,
2011,AZ_East,ASO,8.0,46.44,30.64,14.919999999999998,39,38,15,1.2835983333333332,,,,,,,,,,,,
2012,AZ_East,ASO,8.0,38.2,32.44,21.36,43,27,22,0.9751166466666666,,,,,,,,,,,,
2013,AZ_East,ASO,8.0,40.8,42.44,8.76,40,22,30,1.3603513366666666,,,,,,,,,,,,
2014,AZ_East,ASO,8.0,28.76,37.52,25.72,29,34,29,1.9594369333333332,,,,,,,,,,,,
2015,AZ_East,ASO,8.0,27.36,44.76,19.88,13,60,19,1.6948011,,,,,,,,,,,,
2016,AZ_East,ASO,8.0,34.84,32.48,24.68,31,48,13,1.4490151666666666,,,,,,,,,,,,
2017,AZ_East,ASO,8.0,33.84,38.24,19.92,40,38,14,0.6573604646666668,,,,,,,,,,,,
2018,AZ_East,ASO,8.0,32.65,37.08,22.27,26,47,19,1.7708060666666663,,,,,,,,,,,,
2019,AZ_East,ASO,8.0,31.62,40.08,20.32,41,43,8,0.90420237,,,,,,,,,,,,
2020,AZ_East,ASO,8.0,43.12,35.59,13.29,65,26,1,0.3567855666666666,,,,,,,,,,,,
2021,AZ_East,ASO,8.0,37.86,34.32,19.83,32,44,16,1.4400418233333332,,,,,,,,,,,,
2022,AZ_East,ASO,8.0,33.31,27.1,31.58,19,38,35,2.0313369333333333,,,,,,,,,,,,
2023,AZ_East,ASO,8.0,43.19,35.65,13.16,48,19,25,0.8739025100000001,,,,,,,,,,,,
1981,AZ_East,Aug,4.0,0.6,14.36,16.04,0,10,21,1.5364634,Neutral Phase,0.7,-0.32,Neutral Phase,-0.34,Neutral Phase,0.7,-1.3,-0.34,0.33,-0.32,-0.51
1982,AZ_East,Aug,4.0,0.8,13.96,16.24,0,4,27,2.5901368,Warm Phase/El Nino,-1.7,0.93,Warm Phase/El Nino,1.91,Warm Phase/El Nino,-1.7,0.6,1.91,-0.27,0.93,0.25
1983,AZ_East,Aug,4.0,3.88,17.36,9.76,0,6,25,2.2640343,Neutral Phase,0.1,-0.04,Neutral Phase,-0.17,Neutral Phase,0.1,-2.4,-0.17,2.61,-0.04,1.49
1984,AZ_East,Aug,4.0,1.16,15.08,14.76,0,3,28,3.026822,Neutral Phase,0.4,-0.04,Neutral Phase,-0.2,Neutral Phase,0.4,-0.2,-0.2,-0.16,-0.04,-0.39
1985,AZ_East,Aug,4.0,2.76,13.92,14.32,3,23,5,1.2630686,Neutral Phase,1.0,-0.35,Neutral Phase,-0.49,Neutral Phase,1.0,0.8,-0.49,-0.6,-0.35,-0.67
1986,AZ_East,Aug,4.0,1.48,17.88,11.64,0,4,27,2.4052613,Neutral Phase,-0.4,0.51,Neutral Phase,0.97,Warm Phase/El Nino,-0.4,0.5,0.97,-0.4,0.51,-0.26
1987,AZ_East,Aug,4.0,4.28,16.6,10.12,3,11,17,2.1517751,Warm Phase/El Nino,-0.9,1.76,Warm Phase/El Nino,1.46,Warm Phase/El Nino,-0.9,-1.3,1.46,1.57,1.76,1.13
1988,AZ_East,Aug,4.0,1.92,14.04,15.04,0,9,22,3.3971665,Cool Phase/La Nina,1.5,-0.99,Cool Phase/La Nina,-1.81,Cool Phase/La Nina,1.5,0.6,-1.81,0.17,-0.99,0.25
1989,AZ_East,Aug,4.0,0.84,12.32,17.84,2,16,13,1.5006756,Neutral Phase,-0.3,-0.33,Neutral Phase,-0.66,Cool Phase/La Nina,-0.3,1.1,-0.66,-1.24,-0.33,-1.05
1990,AZ_East,Aug,4.0,2.2,13.68,15.12,3,20,8,2.2592793,Neutral Phase,-0.2,0.42,Neutral Phase,0.02,Neutral Phase,-0.2,-0.4,0.02,0.61,0.42,0.2
1991,AZ_East,Aug,4.0,2.52,13.0,15.48,0,14,17,1.8571162,Warm Phase/El Nino,-0.4,0.69,Warm Phase/El Nino,0.37,Neutral Phase,-0.4,-0.7,0.37,0.2,0.69,0.05
1992,AZ_East,Aug,4.0,2.84,16.76,11.4,1,10,20,3.2307482,Neutral Phase,0.4,0.07,Neutral Phase,-0.02,Neutral Phase,0.4,-2.0,-0.02,1.71,0.07,1.38
1993,AZ_East,Aug,4.0,2.16,17.64,11.2,0,15,16,3.2549136,Neutral Phase,-0.9,0.15,Neutral Phase,0.6,Warm Phase/El Nino,-0.9,-0.5,0.6,0.77,0.15,0.4
1994,AZ_East,Aug,4.0,0.88,14.08,16.04,0,15,16,1.6211576,Neutral Phase,-1.2,0.54,Neutral Phase,0.87,Warm Phase/El Nino,-1.2,-0.7,0.87,-0.23,0.54,0.11
1995,AZ_East,Aug,4.0,2.48,13.6,14.92,1,16,14,2.1313796,Cool Phase/La Nina,0.3,-0.61,Cool Phase/La Nina,-0.7,Cool Phase/La Nina,0.3,0.8,-0.7,0.17,-0.61,0.48
1996,AZ_East,Aug,4.0,1.92,16.12,12.96,3,20,8,1.6853622,Neutral Phase,0.7,-0.2,Neutral Phase,-0.64,Cool Phase/La Nina,0.7,1.1,-0.64,-0.66,-0.2,-0.56
1997,AZ_East,Aug,4.0,1.24,12.16,17.6,0,13,18,2.046672,Warm Phase/El Nino,-1.4,1.91,Warm Phase/El Nino,2.26,Warm Phase/El Nino,-1.4,-0.4,2.26,-0.3,1.91,-0.2
1998,AZ_East,Aug,4.0,0.36,13.92,16.72,0,18,13,1.556186,Cool Phase/La Nina,1.2,-1.25,Cool Phase/La Nina,-1.82,Cool Phase/La Nina,1.2,-2.4,-1.82,2.27,-1.25,1.38
1999,AZ_East,Aug,4.0,0.84,11.16,19.0,1,14,16,2.7416508,Cool Phase/La Nina,0.4,-1.19,Cool Phase/La Nina,-1.03,Cool Phase/La Nina,0.4,1.3,-1.03,-1.15,-1.19,-0.9
2000,AZ_East,Aug,4.0,2.04,12.84,16.12,0,15,16,2.3097396,Cool Phase/La Nina,0.7,-0.47,Cool Phase/La Nina,-0.08,Neutral Phase,0.7,1.3,-0.08,-1.37,-0.47,-0.93
2001,AZ_East,Aug,4.0,0.96,13.56,16.48,5,12,14,2.1446736,Neutral Phase,-0.4,-0.1,Neutral Phase,0.38,Neutral Phase,-0.4,0.9,0.38,-0.78,-0.1,-0.39
2002,AZ_East,Aug,4.0,1.48,14.28,15.24,9,21,1,1.202034,Warm Phase/El Nino,-1.0,0.81,Warm Phase/El Nino,1.01,Warm Phase/El Nino,-1.0,-0.2,1.01,-0.2,0.81,0.09
2003,AZ_East,Aug,4.0,0.48,14.28,16.24,0,11,20,1.6675059,Neutral Phase,0.1,0.2,Neutral Phase,0.05,Neutral Phase,0.1,-0.3,0.05,0.53,0.2,0.45
2004,AZ_East,Aug,4.0,0.88,13.88,16.24,8,15,8,1.5257496,Warm Phase/El Nino,-0.3,0.7,Warm Phase/El Nino,0.77,Warm Phase/El Nino,-0.3,0.4,0.77,-0.43,0.7,0.21
2005,AZ_East,Aug,4.0,1.44,13.76,15.8,3,12,16,2.2251837,Neutral Phase,-0.3,-0.1,Neutral Phase,0.01,Neutral Phase,-0.3,0.3,0.01,0.83,-0.1,0.53
2006,AZ_East,Aug,4.0,1.68,13.48,15.84,0,11,20,2.5851038,Neutral Phase,-1.0,0.31,Neutral Phase,0.59,Warm Phase/El Nino,-1.0,1.8,0.59,-0.62,0.31,-0.71
2007,AZ_East,Aug,4.0,0.84,14.4,15.76,0,13,18,2.047157,Cool Phase/La Nina,0.4,-0.72,Cool Phase/La Nina,-0.9,Cool Phase/La Nina,0.4,0.2,-0.9,-0.19,-0.72,-0.18
2008,AZ_East,Aug,4.0,2.4,13.08,15.52,0,18,13,2.005604,Neutral Phase,1.0,-0.13,Neutral Phase,-1.01,Cool Phase/La Nina,1.0,1.4,-1.01,-1.52,-0.13,-1.21
2009,AZ_East,Aug,4.0,1.36,11.4,18.24,12,15,4,0.82221186,Warm Phase/El Nino,-0.2,0.56,Warm Phase/El Nino,0.56,Warm Phase/El Nino,-0.2,0.4,0.56,-0.95,0.56,-0.7
2010,AZ_East,Aug,4.0,1.0,13.24,16.76,0,17,14,2.047638,Cool Phase/La Nina,1.8,-1.38,Cool Phase/La Nina,-2.38,Cool Phase/La Nina,1.8,-0.7,-2.38,1.33,-1.38,0.9
2011,AZ_East,Aug,4.0,2.12,14.88,14.0,1,19,11,1.6463101,Cool Phase/La Nina,0.4,-0.64,Cool Phase/La Nina,-0.81,Cool Phase/La Nina,0.4,2.5,-0.81,-1.75,-0.64,-0.92
2012,AZ_East,Aug,4.0,1.04,13.6,16.36,0,15,16,1.9032995,Neutral Phase,-0.2,0.47,Neutral Phase,-0.02,Neutral Phase,-0.2,0.7,-0.02,-0.58,0.47,-0.61
2013,AZ_East,Aug,4.0,0.8,11.8,18.4,1,16,14,2.1479402,Neutral Phase,0.2,-0.38,Neutral Phase,-0.45,Neutral Phase,0.2,1.5,-0.45,-0.12,-0.38,-0.25
2014,AZ_East,Aug,4.0,1.64,12.04,17.32,2,13,16,2.6508582,Neutral Phase,-0.7,-0.03,Neutral Phase,0.23,Neutral Phase,-0.7,-0.9,0.23,-0.05,-0.03,-0.28
2015,AZ_East,Aug,4.0,0.8,13.36,16.84,0,17,14,2.0308664,Warm Phase/El Nino,-1.4,1.93,Warm Phase/El Nino,1.95,Warm Phase/El Nino,-1.4,-0.7,1.95,0.15,1.93,0.47
2016,AZ_East,Aug,4.0,0.64,10.84,19.52,0,22,9,2.438698,Cool Phase/La Nina,0.7,-0.57,Cool Phase/La Nina,-0.27,Neutral Phase,0.7,-0.1,-0.27,1.32,-0.57,1.61
2017,AZ_East,Aug,4.0,1.08,13.24,16.68,2,18,11,1.436411,Neutral Phase,0.5,-0.16,Neutral Phase,-0.73,Cool Phase/La Nina,0.5,0.9,-0.73,-0.58,-0.16,0.03
2018,AZ_East,Aug,4.0,1.08,11.63,18.29,2,14,15,1.7867163,Neutral Phase,-0.3,0.09,Neutral Phase,0.46,Neutral Phase,-0.3,1.5,0.46,-0.8,0.09,-0.8
