year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
2000,NM_South,Aug,5.0,0.6,12.84,17.56,0,19,12,0.8611365,Cool Phase/La Nina,0.7,-0.47,Cool Phase/La Nina,-0.08,Neutral Phase,0.7,1.2,-0.08,-0.9,-0.47,-0.75
2001,NM_South,Aug,5.0,0.84,10.84,19.32,0,12,19,1.4771775,Neutral Phase,-0.4,-0.1,Neutral Phase,0.38,Neutral Phase,-0.4,0.2,0.38,-0.55,-0.1,-0.39
2002,NM_South,Aug,5.0,1.28,11.8,17.92,3,18,10,1.5400507,Warm Phase/El Nino,-1.0,0.81,Warm Phase/El Nino,1.01,Warm Phase/El Nino,-1.0,-0.1,1.01,-0.36,0.81,0.12
2003,NM_South,Aug,5.0,0.88,11.88,18.24,0,19,12,1.4258784,Neutral Phase,0.1,0.2,Neutral Phase,0.05,Neutral Phase,0.1,-0.1,0.05,-0.11,0.2,-0.05
2004,NM_South,Aug,5.0,0.4,12.68,17.92,3,9,19,2.2484334,Warm Phase/El Nino,-0.3,0.7,Warm Phase/El Nino,0.77,Warm Phase/El Nino,-0.3,-0.9,0.77,-0.23,0.7,0.16
2005,NM_South,Aug,5.0,0.0,6.24,24.76,1,9,21,2.9310691,Neutral Phase,-0.3,-0.1,Neutral Phase,0.01,Neutral Phase,-0.3,-0.6,0.01,0.14,-0.1,0.35
2006,NM_South,Aug,5.0,0.92,12.48,17.6,0,0,31,4.5901737,Neutral Phase,-1.0,0.31,Neutral Phase,0.59,Warm Phase/El Nino,-1.0,1.1,0.59,-0.84,0.31,-0.32
2007,NM_South,Aug,5.0,0.52,10.72,19.76,0,11,20,1.5354892,Cool Phase/La Nina,0.4,-0.72,Cool Phase/La Nina,-0.9,Cool Phase/La Nina,0.4,-0.1,-0.9,-0.32,-0.72,-0.31
2008,NM_South,Aug,5.0,1.04,8.8,21.16,0,4,27,2.6416638,Neutral Phase,1.0,-0.13,Neutral Phase,-1.01,Cool Phase/La Nina,1.0,0.7,-1.01,-1.11,-0.13,-0.99
2009,NM_South,Aug,5.0,0.72,13.48,16.8,4,19,8,1.0436037,Warm Phase/El Nino,-0.2,0.56,Warm Phase/El Nino,0.56,Warm Phase/El Nino,-0.2,0.8,0.56,-0.81,0.56,-0.35
2010,NM_South,Aug,5.0,0.08,4.48,26.44,0,8,23,2.1882455,Cool Phase/La Nina,1.8,-1.38,Cool Phase/La Nina,-2.38,Cool Phase/La Nina,1.8,1.2,-2.38,0.49,-1.38,0.38
2011,NM_South,Aug,5.0,0.64,10.08,20.28,0,11,20,1.2919118,Cool Phase/La Nina,0.4,-0.64,Cool Phase/La Nina,-0.81,Cool Phase/La Nina,0.4,1.9,-0.81,-1.69,-0.64,-0.76
2012,NM_South,Aug,5.0,1.04,10.56,19.4,2,18,11,1.3490765,Neutral Phase,-0.2,0.47,Neutral Phase,-0.02,Neutral Phase,-0.2,-0.3,-0.02,-0.38,0.47,-0.49
2013,NM_South,Aug,5.0,0.4,9.8,20.8,0,9,22,1.7440519,Neutral Phase,0.2,-0.38,Neutral Phase,-0.45,Neutral Phase,0.2,0.2,-0.45,-0.35,-0.38,-0.25
2014,NM_South,Aug,5.0,0.72,12.84,17.44,0,10,21,2.3047326,Neutral Phase,-0.7,-0.03,Neutral Phase,0.23,Neutral Phase,-0.7,0.8,0.23,-0.16,-0.03,0.09
2015,NM_South,Aug,5.0,1.08,10.52,19.4,0,15,16,1.7223881,Warm Phase/El Nino,-1.4,1.93,Warm Phase/El Nino,1.95,Warm Phase/El Nino,-1.4,0.0,1.95,0.31,1.93,0.7
2016,NM_South,Aug,5.0,0.96,11.24,18.8,0,4,27,3.5965998,Cool Phase/La Nina,0.7,-0.57,Cool Phase/La Nina,-0.27,Neutral Phase,0.7,-1.2,-0.27,1.33,-0.57,0.9
2017,NM_South,Aug,5.0,0.48,10.72,19.8,0,8,23,3.505766,Neutral Phase,0.5,-0.16,Neutral Phase,-0.73,Cool Phase/La Nina,0.5,-0.2,-0.73,-0.19,-0.16,0.21
2018,NM_South,Aug,5.0,0.27,10.02,20.71,0,11,20,1.9484874,Neutral Phase,-0.3,0.09,Neutral Phase,0.46,Neutral Phase,-0.3,0.5,0.46,-1.32,0.09,-0.51
2019,NM_South,Aug,5.0,0.39,10.9,19.71,1,16,14,1.4986075,Neutral Phase,-0.1,0.04,Neutral Phase,0.32,Neutral Phase,-0.1,0.1,0.32,0.3,0.04,0.62
2020,NM_South,Aug,5.0,0.57,10.51,19.92,2,27,2,0.8208159,Cool Phase/La Nina,1.1,-0.59,Cool Phase/La Nina,-0.96,Cool Phase/La Nina,1.1,0.2,-0.96,-0.15,-0.59,0.36
2021,NM_South,Aug,5.0,0.67,11.16,19.18,0,11,20,2.8438203,Neutral Phase,0.6,-0.53,Neutral Phase,-1.29,Cool Phase/La Nina,0.6,0.3,-1.29,-0.95,-0.53,-0.72
2022,NM_South,Aug,5.0,0.55,9.55,20.9,0,4,27,3.5219462,Cool Phase/La Nina,1.0,-0.97,Cool Phase/La Nina,-1.75,Cool Phase/La Nina,1.0,1.7,-1.75,-1.61,-0.97,-1.11
2023,NM_South,Aug,5.0,0.51,11.9,18.59,2,15,14,1.3526212,Warm Phase/El Nino,-0.8,1.35,Warm Phase/El Nino,0.51,Warm Phase/El Nino,-0.8,0.2,0.51,-0.37,1.35,0.13
1981,NM_South,Aug,6.0,0.48,11.28,19.24,0,6,25,2.9483259,Neutral Phase,0.7,-0.32,Neutral Phase,-0.34,Neutral Phase,0.7,0.8,-0.34,-0.24,-0.32,-0.3
1982,NM_South,Aug,6.0,0.52,12.24,18.24,0,0,31,1.8051511,Warm Phase/El Nino,-1.7,0.93,Warm Phase/El Nino,1.91,Warm Phase/El Nino,-1.7,-0.3,1.91,-0.12,0.93,0.72
1983,NM_South,Aug,6.0,1.04,11.4,18.56,0,5,26,0.7939258,Neutral Phase,0.1,-0.04,Neutral Phase,-0.17,Neutral Phase,0.1,0.6,-0.17,2.86,-0.04,1.18
1984,NM_South,Aug,6.0,0.44,11.04,19.52,0,0,31,3.7956023,Neutral Phase,0.4,-0.04,Neutral Phase,-0.2,Neutral Phase,0.4,0.2,-0.2,-0.45,-0.04,-0.46
1985,NM_South,Aug,6.0,1.08,12.52,17.4,0,10,21,1.5251546,Neutral Phase,1.0,-0.35,Neutral Phase,-0.49,Neutral Phase,1.0,0.4,-0.49,-1.23,-0.35,-0.75
1986,NM_South,Aug,6.0,0.8,11.88,18.32,0,3,28,2.735909,Neutral Phase,-0.4,0.51,Neutral Phase,0.97,Warm Phase/El Nino,-0.4,-0.2,0.97,-0.26,0.51,-0.27
1987,NM_South,Aug,6.0,0.52,11.56,18.92,1,6,24,3.0597508,Warm Phase/El Nino,-0.9,1.76,Warm Phase/El Nino,1.46,Warm Phase/El Nino,-0.9,-1.3,1.46,1.96,1.76,0.88
1988,NM_South,Aug,6.0,0.44,10.8,19.76,0,0,31,2.5003128,Cool Phase/La Nina,1.5,-0.99,Cool Phase/La Nina,-1.81,Cool Phase/La Nina,1.5,0.9,-1.81,-0.39,-0.99,-1.0
1989,NM_South,Aug,6.0,1.0,10.68,19.32,0,7,24,3.1087058,Neutral Phase,-0.3,-0.33,Neutral Phase,-0.66,Cool Phase/La Nina,-0.3,1.2,-0.66,-1.03,-0.33,-0.61
1990,NM_South,Aug,6.0,0.76,10.44,19.8,0,14,17,2.5840952,Neutral Phase,-0.2,0.42,Neutral Phase,0.02,Neutral Phase,-0.2,1.2,0.02,0.08,0.42,0.34
1991,NM_South,Aug,6.0,0.56,10.8,19.64,0,1,30,2.8500686,Warm Phase/El Nino,-0.4,0.69,Warm Phase/El Nino,0.37,Neutral Phase,-0.4,-1.0,0.37,0.35,0.69,0.4
1992,NM_South,Aug,6.0,0.04,12.48,18.48,0,9,22,1.6742876,Neutral Phase,0.4,0.07,Neutral Phase,-0.02,Neutral Phase,0.4,0.3,-0.02,1.68,0.07,1.16
1993,NM_South,Aug,6.0,0.24,11.04,19.72,0,3,28,2.8349705,Neutral Phase,-0.9,0.15,Neutral Phase,0.6,Warm Phase/El Nino,-0.9,-0.3,0.6,1.47,0.15,0.91
1994,NM_South,Aug,6.0,0.68,12.8,17.52,0,12,19,1.5502933,Neutral Phase,-1.2,0.54,Neutral Phase,0.87,Warm Phase/El Nino,-1.2,-0.7,0.87,-0.03,0.54,0.43
1995,NM_South,Aug,6.0,0.52,10.92,19.56,0,6,25,1.3677672,Cool Phase/La Nina,0.3,-0.61,Cool Phase/La Nina,-0.7,Cool Phase/La Nina,0.3,-0.4,-0.7,0.14,-0.61,0.02
1996,NM_South,Aug,6.0,0.6,9.0,21.4,0,12,19,2.6242213,Neutral Phase,0.7,-0.2,Neutral Phase,-0.64,Cool Phase/La Nina,0.7,0.3,-0.64,-0.85,-0.2,-0.26
1997,NM_South,Aug,6.0,0.4,9.4,21.2,0,7,24,2.0206294,Warm Phase/El Nino,-1.4,1.91,Warm Phase/El Nino,2.26,Warm Phase/El Nino,-1.4,-1.3,2.26,0.71,1.91,0.76
1998,NM_South,Aug,6.0,0.12,7.96,22.92,0,9,22,1.6259236,Cool Phase/La Nina,1.2,-1.25,Cool Phase/La Nina,-1.82,Cool Phase/La Nina,1.2,0.3,-1.82,2.33,-1.25,0.7
1999,NM_South,Aug,6.0,0.2,8.32,22.48,0,10,21,2.2502282,Cool Phase/La Nina,0.4,-1.19,Cool Phase/La Nina,-1.03,Cool Phase/La Nina,0.4,0.2,-1.03,-1.33,-1.19,-1.02
2000,NM_South,Aug,6.0,0.64,10.08,20.28,0,19,12,0.8611365,Cool Phase/La Nina,0.7,-0.47,Cool Phase/La Nina,-0.08,Neutral Phase,0.7,0.4,-0.08,-0.93,-0.47,-0.74
2001,NM_South,Aug,6.0,0.36,9.68,20.96,0,12,19,1.4771775,Neutral Phase,-0.4,-0.1,Neutral Phase,0.38,Neutral Phase,-0.4,-0.5,0.38,-0.51,-0.1,-0.24
2002,NM_South,Aug,6.0,0.48,10.48,20.04,3,18,10,1.5400507,Warm Phase/El Nino,-1.0,0.81,Warm Phase/El Nino,1.01,Warm Phase/El Nino,-1.0,-0.8,1.01,-0.14,0.81,0.4
2003,NM_South,Aug,6.0,0.84,11.12,19.04,0,19,12,1.4258784,Neutral Phase,0.1,0.2,Neutral Phase,0.05,Neutral Phase,0.1,-0.3,0.05,-0.61,0.2,-0.52
2004,NM_South,Aug,6.0,0.8,12.0,18.2,3,9,19,2.2484334,Warm Phase/El Nino,-0.3,0.7,Warm Phase/El Nino,0.77,Warm Phase/El Nino,-0.3,1.0,0.77,-0.46,0.7,0.14
2005,NM_South,Aug,6.0,0.76,8.24,22.0,1,9,21,2.9310691,Neutral Phase,-0.3,-0.1,Neutral Phase,0.01,Neutral Phase,-0.3,-0.8,0.01,0.19,-0.1,0.39
2006,NM_South,Aug,6.0,0.2,10.04,20.76,0,0,31,4.5901737,Neutral Phase,-1.0,0.31,Neutral Phase,0.59,Warm Phase/El Nino,-1.0,-0.5,0.59,-0.42,0.31,-0.09
2007,NM_South,Aug,6.0,1.08,12.8,17.12,0,11,20,1.5354892,Cool Phase/La Nina,0.4,-0.72,Cool Phase/La Nina,-0.9,Cool Phase/La Nina,0.4,-0.1,-0.9,-0.41,-0.72,-0.47
2008,NM_South,Aug,6.0,0.32,10.2,20.48,0,4,27,2.6416638,Neutral Phase,1.0,-0.13,Neutral Phase,-1.01,Cool Phase/La Nina,1.0,-0.1,-1.01,-0.99,-0.13,-0.84
2009,NM_South,Aug,6.0,0.24,10.96,19.8,4,19,8,1.0436037,Warm Phase/El Nino,-0.2,0.56,Warm Phase/El Nino,0.56,Warm Phase/El Nino,-0.2,-0.1,0.56,-0.72,0.56,0.06
2010,NM_South,Aug,6.0,0.2,5.96,24.84,0,8,23,2.1882455,Cool Phase/La Nina,1.8,-1.38,Cool Phase/La Nina,-2.38,Cool Phase/La Nina,1.8,0.9,-2.38,-0.12,-1.38,-0.22
2011,NM_South,Aug,6.0,0.64,10.32,20.04,0,11,20,1.2919118,Cool Phase/La Nina,0.4,-0.64,Cool Phase/La Nina,-0.81,Cool Phase/La Nina,0.4,0.4,-0.81,-1.23,-0.64,-0.52
2012,NM_South,Aug,6.0,0.92,12.08,18.0,2,18,11,1.3490765,Neutral Phase,-0.2,0.47,Neutral Phase,-0.02,Neutral Phase,-0.2,0.0,-0.02,-0.32,0.47,-0.32
2013,NM_South,Aug,6.0,0.96,11.72,18.32,0,9,22,1.7440519,Neutral Phase,0.2,-0.38,Neutral Phase,-0.45,Neutral Phase,0.2,0.8,-0.45,-0.68,-0.38,-0.4
2014,NM_South,Aug,6.0,0.36,9.68,20.96,0,10,21,2.3047326,Neutral Phase,-0.7,-0.03,Neutral Phase,0.23,Neutral Phase,-0.7,0.5,0.23,-0.17,-0.03,0.32
2015,NM_South,Aug,6.0,0.12,8.36,22.52,0,15,16,1.7223881,Warm Phase/El Nino,-1.4,1.93,Warm Phase/El Nino,1.95,Warm Phase/El Nino,-1.4,-0.7,1.95,0.95,1.93,0.92
2016,NM_South,Aug,6.0,0.36,10.2,20.44,0,4,27,3.5965998,Cool Phase/La Nina,0.7,-0.57,Cool Phase/La Nina,-0.27,Neutral Phase,0.7,0.4,-0.27,1.24,-0.57,0.3
2017,NM_South,Aug,6.0,1.04,10.88,19.08,0,8,23,3.505766,Neutral Phase,0.5,-0.16,Neutral Phase,-0.73,Cool Phase/La Nina,0.5,0.3,-0.73,0.19,-0.16,0.36
2018,NM_South,Aug,6.0,0.57,10.88,19.55,0,11,20,1.9484874,Neutral Phase,-0.3,0.09,Neutral Phase,0.46,Neutral Phase,-0.3,0.4,0.46,-0.94,0.09,-0.2
2019,NM_South,Aug,6.0,0.59,10.75,19.67,1,16,14,1.4986075,Neutral Phase,-0.1,0.04,Neutral Phase,0.32,Neutral Phase,-0.1,-0.4,0.32,0.23,0.04,0.55
2020,NM_South,Aug,6.0,0.53,9.16,21.31,2,27,2,0.8208159,Cool Phase/La Nina,1.1,-0.59,Cool Phase/La Nina,-0.96,Cool Phase/La Nina,1.1,0.4,-0.96,-0.23,-0.59,-0.27
2021,NM_South,Aug,6.0,0.57,11.47,18.96,0,11,20,2.8438203,Neutral Phase,0.6,-0.53,Neutral Phase,-1.29,Cool Phase/La Nina,0.6,0.5,-1.29,-1.07,-0.53,-0.46
2022,NM_South,Aug,6.0,0.39,9.35,21.25,0,4,27,3.5219462,Cool Phase/La Nina,1.0,-0.97,Cool Phase/La Nina,-1.75,Cool Phase/La Nina,1.0,1.4,-1.75,-1.63,-0.97,-1.11
2023,NM_South,Aug,6.0,0.84,9.84,20.31,2,15,14,1.3526212,Warm Phase/El Nino,-0.8,1.35,Warm Phase/El Nino,0.51,Warm Phase/El Nino,-0.8,-1.0,0.51,-0.06,1.35,0.46
1981,NM_South,Aug,7.0,0.92,13.72,16.36,0,6,25,2.9483259,Neutral Phase,0.7,-0.32,Neutral Phase,-0.34,Neutral Phase,0.7,1.2,-0.34,-0.7,-0.32,-0.19
1982,NM_South,Aug,7.0,0.88,15.16,14.96,0,0,31,1.8051511,Warm Phase/El Nino,-1.7,0.93,Warm Phase/El Nino,1.91,Warm Phase/El Nino,-1.7,-1.0,1.91,0.62,0.93,0.8
1983,NM_South,Aug,7.0,2.0,12.68,16.32,0,5,26,0.7939258,Neutral Phase,0.1,-0.04,Neutral Phase,-0.17,Neutral Phase,0.1,0.0,-0.17,1.98,-0.04,0.82
1984,NM_South,Aug,7.0,0.8,13.2,17.0,0,0,31,3.7956023,Neutral Phase,0.4,-0.04,Neutral Phase,-0.2,Neutral Phase,0.4,-0.3,-0.2,-0.66,-0.04,-0.63
1985,NM_South,Aug,7.0,1.0,13.64,16.36,0,10,21,1.5251546,Neutral Phase,1.0,-0.35,Neutral Phase,-0.49,Neutral Phase,1.0,-0.4,-0.49,-0.67,-0.35,-0.65
1986,NM_South,Aug,7.0,0.4,13.08,17.52,0,3,28,2.735909,Neutral Phase,-0.4,0.51,Neutral Phase,0.97,Warm Phase/El Nino,-0.4,1.0,0.97,0.01,0.51,-0.01
1987,NM_South,Aug,7.0,0.6,12.0,18.4,1,6,24,3.0597508,Warm Phase/El Nino,-0.9,1.76,Warm Phase/El Nino,1.46,Warm Phase/El Nino,-0.9,-1.1,1.46,2.07,1.76,1.21
1988,NM_South,Aug,7.0,0.88,12.12,18.0,0,0,31,2.5003128,Cool Phase/La Nina,1.5,-0.99,Cool Phase/La Nina,-1.81,Cool Phase/La Nina,1.5,0.1,-1.81,-1.17,-0.99,-1.44
1989,NM_South,Aug,7.0,0.44,14.2,16.36,0,7,24,3.1087058,Neutral Phase,-0.3,-0.33,Neutral Phase,-0.66,Cool Phase/La Nina,-0.3,0.7,-0.66,-0.99,-0.33,-0.29
1990,NM_South,Aug,7.0,0.92,11.68,18.4,0,14,17,2.5840952,Neutral Phase,-0.2,0.42,Neutral Phase,0.02,Neutral Phase,-0.2,0.3,0.02,0.05,0.42,0.21
1991,NM_South,Aug,7.0,0.52,12.4,18.08,0,1,30,2.8500686,Warm Phase/El Nino,-0.4,0.69,Warm Phase/El Nino,0.37,Neutral Phase,-0.4,-0.1,0.37,0.97,0.69,0.65
1992,NM_South,Aug,7.0,0.8,14.6,15.6,0,9,22,1.6742876,Neutral Phase,0.4,0.07,Neutral Phase,-0.02,Neutral Phase,0.4,-0.6,-0.02,1.51,0.07,0.7
1993,NM_South,Aug,7.0,1.08,16.2,13.72,0,3,28,2.8349705,Neutral Phase,-0.9,0.15,Neutral Phase,0.6,Warm Phase/El Nino,-0.9,-0.8,0.6,1.51,0.15,0.48
1994,NM_South,Aug,7.0,0.64,12.44,17.92,0,12,19,1.5502933,Neutral Phase,-1.2,0.54,Neutral Phase,0.87,Warm Phase/El Nino,-1.2,-0.4,0.87,0.25,0.54,0.44
1995,NM_South,Aug,7.0,0.92,12.56,17.52,0,6,25,1.3677672,Cool Phase/La Nina,0.3,-0.61,Cool Phase/La Nina,-0.7,Cool Phase/La Nina,0.3,0.1,-0.7,0.01,-0.61,-0.01
1996,NM_South,Aug,7.0,0.28,11.52,19.2,0,12,19,2.6242213,Neutral Phase,0.7,-0.2,Neutral Phase,-0.64,Cool Phase/La Nina,0.7,1.2,-0.64,-0.91,-0.2,-0.3
1997,NM_South,Aug,7.0,0.72,11.56,18.72,0,7,24,2.0206294,Warm Phase/El Nino,-1.4,1.91,Warm Phase/El Nino,2.26,Warm Phase/El Nino,-1.4,-1.4,2.26,2.34,1.91,1.22
1998,NM_South,Aug,7.0,0.8,11.6,18.6,0,9,22,1.6259236,Cool Phase/La Nina,1.2,-1.25,Cool Phase/La Nina,-1.82,Cool Phase/La Nina,1.2,1.0,-1.82,0.42,-1.25,-0.24
1999,NM_South,Aug,7.0,0.6,12.36,18.04,0,10,21,2.2502282,Cool Phase/La Nina,0.4,-1.19,Cool Phase/La Nina,-1.03,Cool Phase/La Nina,0.4,0.3,-1.03,-1.26,-1.19,-1.05
2000,NM_South,Aug,7.0,1.56,12.04,17.4,0,19,12,0.8611365,Cool Phase/La Nina,0.7,-0.47,Cool Phase/La Nina,-0.08,Neutral Phase,0.7,-0.2,-0.08,-1.18,-0.47,-0.64
2001,NM_South,Aug,7.0,0.72,14.04,16.24,0,12,19,1.4771775,Neutral Phase,-0.4,-0.1,Neutral Phase,0.38,Neutral Phase,-0.4,0.3,0.38,-0.73,-0.1,-0.11
2002,NM_South,Aug,7.0,0.56,12.48,17.96,3,18,10,1.5400507,Warm Phase/El Nino,-1.0,0.81,Warm Phase/El Nino,1.01,Warm Phase/El Nino,-1.0,-0.2,1.01,0.34,0.81,0.79
2003,NM_South,Aug,7.0,1.24,15.32,14.44,0,19,12,1.4258784,Neutral Phase,0.1,0.2,Neutral Phase,0.05,Neutral Phase,0.1,-0.6,0.05,-0.1,0.2,-0.21
2004,NM_South,Aug,7.0,0.96,15.84,14.2,3,9,19,2.2484334,Warm Phase/El Nino,-0.3,0.7,Warm Phase/El Nino,0.77,Warm Phase/El Nino,-0.3,-0.8,0.77,-0.39,0.7,0.2
2005,NM_South,Aug,7.0,0.72,9.32,20.96,1,9,21,2.9310691,Neutral Phase,-0.3,-0.1,Neutral Phase,0.01,Neutral Phase,-0.3,0.4,0.01,0.2,-0.1,0.12
2006,NM_South,Aug,7.0,1.4,12.68,16.92,0,0,31,4.5901737,Neutral Phase,-1.0,0.31,Neutral Phase,0.59,Warm Phase/El Nino,-1.0,-0.2,0.59,-0.18,0.31,0.0
2007,NM_South,Aug,7.0,0.08,11.92,19.0,0,11,20,1.5354892,Cool Phase/La Nina,0.4,-0.72,Cool Phase/La Nina,-0.9,Cool Phase/La Nina,0.4,0.5,-0.9,-0.83,-0.72,-0.36
2008,NM_South,Aug,7.0,1.28,12.68,17.04,0,4,27,2.6416638,Neutral Phase,1.0,-0.13,Neutral Phase,-1.01,Cool Phase/La Nina,1.0,0.6,-1.01,-0.8,-0.13,-0.68
2009,NM_South,Aug,7.0,1.36,14.16,15.48,4,19,8,1.0436037,Warm Phase/El Nino,-0.2,0.56,Warm Phase/El Nino,0.56,Warm Phase/El Nino,-0.2,0.1,0.56,-0.05,0.56,0.31
2010,NM_South,Aug,7.0,0.32,9.12,21.56,0,8,23,2.1882455,Cool Phase/La Nina,1.8,-1.38,Cool Phase/La Nina,-2.38,Cool Phase/La Nina,1.8,0.4,-2.38,-1.29,-1.38,-0.69
2011,NM_South,Aug,7.0,1.84,13.56,15.6,0,11,20,1.2919118,Cool Phase/La Nina,0.4,-0.64,Cool Phase/La Nina,-0.81,Cool Phase/La Nina,0.4,0.2,-0.81,-1.02,-0.64,-0.38
2012,NM_South,Aug,7.0,2.08,14.2,14.72,2,18,11,1.3490765,Neutral Phase,-0.2,0.47,Neutral Phase,-0.02,Neutral Phase,-0.2,-0.4,-0.02,-0.28,0.47,0.02
2013,NM_South,Aug,7.0,1.24,13.2,16.56,0,9,22,1.7440519,Neutral Phase,0.2,-0.38,Neutral Phase,-0.45,Neutral Phase,0.2,1.2,-0.45,-1.14,-0.38,-0.43
2014,NM_South,Aug,7.0,1.28,13.36,16.36,0,10,21,2.3047326,Neutral Phase,-0.7,-0.03,Neutral Phase,0.23,Neutral Phase,-0.7,0.2,0.23,0.0,-0.03,0.23
2015,NM_South,Aug,7.0,0.08,10.96,19.96,0,15,16,1.7223881,Warm Phase/El Nino,-1.4,1.93,Warm Phase/El Nino,1.95,Warm Phase/El Nino,-1.4,-0.6,1.95,1.9,1.93,1.17
2016,NM_South,Aug,7.0,1.4,14.12,15.48,0,4,27,3.5965998,Cool Phase/La Nina,0.7,-0.57,Cool Phase/La Nina,-0.27,Neutral Phase,0.7,0.6,-0.27,0.36,-0.57,-0.03
2017,NM_South,Aug,7.0,1.04,13.76,16.2,0,8,23,3.505766,Neutral Phase,0.5,-0.16,Neutral Phase,-0.73,Cool Phase/La Nina,0.5,-0.4,-0.73,-0.24,-0.16,0.33
2018,NM_South,Aug,7.0,1.04,14.1,15.86,0,11,20,1.9484874,Neutral Phase,-0.3,0.09,Neutral Phase,0.46,Neutral Phase,-0.3,-0.1,0.46,-0.52,0.09,0.05
2019,NM_South,Aug,7.0,0.71,13.08,17.22,1,16,14,1.4986075,Neutral Phase,-0.1,0.04,Neutral Phase,0.32,Neutral Phase,-0.1,-0.5,0.32,0.35,0.04,0.45
2020,NM_South,Aug,7.0,0.55,12.61,17.84,2,27,2,0.8208159,Cool Phase/La Nina,1.1,-0.59,Cool Phase/La Nina,-0.96,Cool Phase/La Nina,1.1,-0.4,-0.96,-0.68,-0.59,-0.34
2021,NM_South,Aug,7.0,0.82,12.82,17.35,0,11,20,2.8438203,Neutral Phase,0.6,-0.53,Neutral Phase,-1.29,Cool Phase/La Nina,0.6,0.4,-1.29,-1.05,-0.53,-0.28
2022,NM_South,Aug,7.0,1.1,12.76,17.14,0,4,27,3.5219462,Cool Phase/La Nina,1.0,-0.97,Cool Phase/La Nina,-1.75,Cool Phase/La Nina,1.0,1.7,-1.75,-1.9,-0.97,-0.75
2023,NM_South,Aug,7.0,2.94,12.47,15.59,2,15,14,1.3526212,Warm Phase/El Nino,-0.8,1.35,Warm Phase/El Nino,0.51,Warm Phase/El Nino,-0.8,0.3,0.51,0.43,1.35,0.84
1981,NM_South,Aug,8.0,0.52,9.24,20.24,0,6,25,2.9483259,Neutral Phase,0.7,-0.32,Neutral Phase,-0.34,Neutral Phase,0.7,0.8,-0.34,-0.61,-0.32,-0.37
1982,NM_South,Aug,8.0,0.04,6.52,23.44,0,0,31,1.8051511,Warm Phase/El Nino,-1.7,0.93,Warm Phase/El Nino,1.91,Warm Phase/El Nino,-1.7,-1.5,1.91,1.65,0.93,0.64
1983,NM_South,Aug,8.0,0.32,5.48,24.2,0,5,26,0.7939258,Neutral Phase,0.1,-0.04,Neutral Phase,-0.17,Neutral Phase,0.1,-0.6,-0.17,0.63,-0.04,0.17
1984,NM_South,Aug,8.0,0.24,7.4,22.36,0,0,31,3.7956023,Neutral Phase,0.4,-0.04,Neutral Phase,-0.2,Neutral Phase,0.4,0.2,-0.2,-0.34,-0.04,-0.24
1985,NM_South,Aug,8.0,0.24,10.8,18.96,0,10,21,1.5251546,Neutral Phase,1.0,-0.35,Neutral Phase,-0.49,Neutral Phase,1.0,-0.1,-0.49,-0.1,-0.35,-0.47
1986,NM_South,Aug,8.0,0.6,15.6,13.8,0,3,28,2.735909,Neutral Phase,-0.4,0.51,Neutral Phase,0.97,Warm Phase/El Nino,-0.4,0.3,0.97,0.41,0.51,0.17
1987,NM_South,Aug,8.0,0.12,6.8,23.08,1,6,24,3.0597508,Warm Phase/El Nino,-0.9,1.76,Warm Phase/El Nino,1.46,Warm Phase/El Nino,-0.9,-1.4,1.46,1.88,1.76,1.57
1988,NM_South,Aug,8.0,0.44,6.36,23.2,0,0,31,2.5003128,Cool Phase/La Nina,1.5,-0.99,Cool Phase/La Nina,-1.81,Cool Phase/La Nina,1.5,1.0,-1.81,-1.78,-0.99,-1.45
1989,NM_South,Aug,8.0,0.24,8.04,21.72,0,7,24,3.1087058,Neutral Phase,-0.3,-0.33,Neutral Phase,-0.66,Cool Phase/La Nina,-0.3,0.9,-0.66,-1.08,-0.33,-0.3
1990,NM_South,Aug,8.0,0.24,7.96,21.8,0,14,17,2.5840952,Neutral Phase,-0.2,0.42,Neutral Phase,0.02,Neutral Phase,-0.2,0.5,0.02,0.13,0.42,0.37
1991,NM_South,Aug,8.0,0.12,3.76,26.12,0,1,30,2.8500686,Warm Phase/El Nino,-0.4,0.69,Warm Phase/El Nino,0.37,Neutral Phase,-0.4,0.0,0.37,0.91,0.69,0.86
1992,NM_South,Aug,8.0,0.16,14.32,15.52,0,9,22,1.6742876,Neutral Phase,0.4,0.07,Neutral Phase,-0.02,Neutral Phase,0.4,-0.6,-0.02,0.62,0.07,0.33
1993,NM_South,Aug,8.0,0.4,9.28,20.32,0,3,28,2.8349705,Neutral Phase,-0.9,0.15,Neutral Phase,0.6,Warm Phase/El Nino,-0.9,-0.8,0.6,0.9,0.15,0.33
1994,NM_South,Aug,8.0,0.24,12.64,17.12,0,12,19,1.5502933,Neutral Phase,-1.2,0.54,Neutral Phase,0.87,Warm Phase/El Nino,-1.2,-1.3,0.87,0.96,0.54,0.35
1995,NM_South,Aug,8.0,0.12,8.56,21.32,0,6,25,1.3677672,Cool Phase/La Nina,0.3,-0.61,Cool Phase/La Nina,-0.7,Cool Phase/La Nina,0.3,0.4,-0.7,-0.29,-0.61,-0.11
