time,tcwv,Month,Year,Region
1980-06-01,10.309504102038042,6,1980,AZ_West
1980-07-01,24.15365309759426,7,1980,AZ_West
1980-08-01,21.284576148748307,8,1980,AZ_West
1980-09-01,15.834151992900448,9,1980,AZ_West
1980-10-01,9.741988322377,10,1980,AZ_West
1980-11-01,7.481526839957159,11,1980,AZ_West
1980-12-01,8.458985649146724,12,1980,AZ_West
1981-01-01,10.787020509340373,1,1981,AZ_West
1981-02-01,7.527318235331841,2,1981,AZ_West
1981-03-01,9.442192666275457,3,1981,AZ_West
1981-04-01,9.65792876488877,4,1981,AZ_West
1981-05-01,12.672749397066491,5,1981,AZ_West
1981-06-01,15.314724230582373,6,1981,AZ_West
1981-07-01,26.02491033959204,7,1981,AZ_West
1981-08-01,25.243364295247783,8,1981,AZ_West
1981-09-01,20.472687017865898,9,1981,AZ_West
1981-10-01,11.69877676954374,10,1981,AZ_West
1981-11-01,9.314601078477525,11,1981,AZ_West
1981-12-01,9.316607628841474,12,1981,AZ_West
1982-01-01,7.886022377980367,1,1982,AZ_West
1982-02-01,9.886851146066242,2,1982,AZ_West
1982-03-01,9.767312371797903,3,1982,AZ_West
1982-04-01,9.219481543121145,4,1982,AZ_West
1982-05-01,11.338105994641948,5,1982,AZ_West
1982-06-01,10.743930239455626,6,1982,AZ_West
1982-07-01,23.011609256827867,7,1982,AZ_West
1982-08-01,28.89533119816451,8,1982,AZ_West
1982-09-01,21.071852536888304,9,1982,AZ_West
1982-10-01,9.762628646810432,10,1982,AZ_West
1982-11-01,9.63442764252265,11,1982,AZ_West
1982-12-01,8.722030031340886,12,1982,AZ_West
1983-01-01,8.644399950880908,1,1983,AZ_West
1983-02-01,9.89130068480434,2,1983,AZ_West
1983-03-01,11.372055017178988,3,1983,AZ_West
1983-04-01,8.594946734152385,4,1983,AZ_West
1983-05-01,9.459908323799096,5,1983,AZ_West
1983-06-01,11.984340288581077,6,1983,AZ_West
1983-07-01,22.81811020707553,7,1983,AZ_West
1983-08-01,30.03297340192563,8,1983,AZ_West
1983-09-01,25.58432084588412,9,1983,AZ_West
1983-10-01,16.16348705091162,10,1983,AZ_West
1983-11-01,11.421838223622537,11,1983,AZ_West
1983-12-01,11.043566223114416,12,1983,AZ_West
1984-01-01,7.874816033706363,1,1984,AZ_West
1984-02-01,5.727208372618193,2,1984,AZ_West
1984-03-01,7.422929714673548,3,1984,AZ_West
1984-04-01,7.953374875541697,4,1984,AZ_West
1984-05-01,11.34025891141176,5,1984,AZ_West
1984-06-01,15.962637746377808,6,1984,AZ_West
