YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Areal_Mean_Precipitation_mm_day
198306,14,14,2,1983,6,NM_South,198306,12.16,14.36,3.48,5,6/30/1983,0.59756565
198306,14,14,2,1983,6,NM_South,198306,15.44,11.64,2.92,6,6/30/1983,0.59756565
198307,4,10,17,1983,7,NM_South,198307,4.48,15.24,11.28,4,7/31/1983,0.890869
198307,4,10,17,1983,7,NM_South,198307,3.6,15.32,12.08,5,7/31/1983,0.890869
198307,4,10,17,1983,7,NM_South,198307,2.4,14.72,13.88,6,7/31/1983,0.890869
198307,4,10,17,1983,7,NM_South,198307,5.52,14.16,10.32,7,7/31/1983,0.890869
198308,0,5,26,1983,8,NM_South,198308,1,11.32,18.68,4,8/31/1983,0.7939258
198308,0,5,26,1983,8,NM_South,198308,1.04,14.4,15.56,5,8/31/1983,0.7939258
198308,0,5,26,1983,8,NM_South,198308,1.04,11.4,18.56,6,8/31/1983,0.7939258
198308,0,5,26,1983,8,NM_South,198308,2,12.68,16.32,7,8/31/1983,0.7939258
198308,0,5,26,1983,8,NM_South,198308,0.32,5.48,24.2,8,8/31/1983,0.7939258
198309,3,12,15,1983,9,NM_South,198309,9.6,14.92,5.48,4,9/30/1983,1.3826354
198309,3,12,15,1983,9,NM_South,198309,6.16,15.64,8.2,5,9/30/1983,1.3826354
198309,3,12,15,1983,9,NM_South,198309,6.72,15.6,7.68,6,9/30/1983,1.3826354
198309,3,12,15,1983,9,NM_South,198309,8.36,16.04,6.6,7,9/30/1983,1.3826354
198309,3,12,15,1983,9,NM_South,198309,4.04,17.2,9.76,8,9/30/1983,1.3826354
198310,12,17,2,1983,10,NM_South,198310,24.08,6.76,0.16,4,10/31/1983,1.9733584
198310,12,17,2,1983,10,NM_South,198310,24.04,6.72,0.24,5,10/31/1983,1.9733584
198310,12,17,2,1983,10,NM_South,198310,22.32,8.24,0.44,6,10/31/1983,1.9733584
198310,12,17,2,1983,10,NM_South,198310,21.96,7.88,0.16,7,10/31/1983,1.9733584
198310,12,17,2,1983,10,NM_South,198310,19.92,10.12,0.96,8,10/31/1983,1.9733584
198406,6,9,15,1984,6,NM_South,198406,13,13.56,3.44,4,6/30/1984,2.0483065
198406,6,9,15,1984,6,NM_South,198406,12.92,14.24,2.84,5,6/30/1984,2.0483065
198406,6,9,15,1984,6,NM_South,198406,13.64,13.16,3.2,6,6/30/1984,2.0483065
198407,0,7,24,1984,7,NM_South,198407,1.96,14.52,14.52,4,7/31/1984,1.184595
198407,0,7,24,1984,7,NM_South,198407,0.96,12.64,17.4,5,7/31/1984,1.184595
198407,0,7,24,1984,7,NM_South,198407,1.08,12.44,17.48,6,7/31/1984,1.184595
198407,0,7,24,1984,7,NM_South,198407,0.6,12.76,16.64,7,7/31/1984,1.184595
198408,0,0,31,1984,8,NM_South,198408,0.64,12.96,17.4,4,8/31/1984,3.7956023
198408,0,0,31,1984,8,NM_South,198408,0.24,9.84,20.92,5,8/31/1984,3.7956023
198408,0,0,31,1984,8,NM_South,198408,0.44,11.04,19.52,6,8/31/1984,3.7956023
198408,0,0,31,1984,8,NM_South,198408,0.8,13.2,17,7,8/31/1984,3.7956023
198408,0,0,31,1984,8,NM_South,198408,0.24,7.4,22.36,8,8/31/1984,3.7956023
198409,9,16,5,1984,9,NM_South,198409,6.12,15.8,8.08,4,9/30/1984,0.96603197
198409,9,16,5,1984,9,NM_South,198409,7.32,15.32,7.36,5,9/30/1984,0.96603197
198409,9,16,5,1984,9,NM_South,198409,5.92,16.2,7.88,6,9/30/1984,0.96603197
198409,9,16,5,1984,9,NM_South,198409,8.48,17.76,4.76,7,9/30/1984,0.96603197
198409,9,16,5,1984,9,NM_South,198409,6.36,17,7.64,8,9/30/1984,0.96603197
198410,19,12,0,1984,10,NM_South,198410,24.8,6,0.2,4,10/31/1984,2.417321
198410,19,12,0,1984,10,NM_South,198410,24.6,5.8,0.6,5,10/31/1984,2.417321
198410,19,12,0,1984,10,NM_South,198410,20.76,9.8,0.44,6,10/31/1984,2.417321
198410,19,12,0,1984,10,NM_South,198410,22.76,7.2,0.04,7,10/31/1984,2.417321
198410,19,12,0,1984,10,NM_South,198410,22.12,8.08,0.8,8,10/31/1984,2.417321
198506,6,20,4,1985,6,NM_South,198506,12.68,14.2,3.12,4,6/30/1985,1.5988557
198506,6,20,4,1985,6,NM_South,198506,12.8,14,3.2,5,6/30/1985,1.5988557
198506,6,20,4,1985,6,NM_South,198506,11.84,14.84,3.32,6,6/30/1985,1.5988557
198507,4,11,16,1985,7,NM_South,198507,2.12,13.04,15.84,4,7/31/1985,1.4645766
198507,4,11,16,1985,7,NM_South,198507,1.24,13.28,16.48,5,7/31/1985,1.4645766
198507,4,11,16,1985,7,NM_South,198507,0.88,13.16,16.96,6,7/31/1985,1.4645766
198507,4,11,16,1985,7,NM_South,198507,6.04,14.08,9.88,7,7/31/1985,1.4645766
198508,0,10,21,1985,8,NM_South,198508,0.72,12.84,17.44,4,8/31/1985,1.5251546
198508,0,10,21,1985,8,NM_South,198508,0.8,12.6,17.6,5,8/31/1985,1.5251546
198508,0,10,21,1985,8,NM_South,198508,1.08,12.52,17.4,6,8/31/1985,1.5251546
198508,0,10,21,1985,8,NM_South,198508,1,13.64,16.36,7,8/31/1985,1.5251546
198508,0,10,21,1985,8,NM_South,198508,0.24,10.8,18.96,8,8/31/1985,1.5251546
198509,6,12,12,1985,9,NM_South,198509,5.24,16.92,7.84,4,9/30/1985,2.366165
198509,6,12,12,1985,9,NM_South,198509,9.12,16.24,4.64,5,9/30/1985,2.366165
198509,6,12,12,1985,9,NM_South,198509,7.2,17.48,5.32,6,9/30/1985,2.366165
198509,6,12,12,1985,9,NM_South,198509,8.24,15.24,7.52,7,9/30/1985,2.366165
198509,6,12,12,1985,9,NM_South,198509,6.2,15.8,9,8,9/30/1985,2.366165
198510,14,16,1,1985,10,NM_South,198510,23.72,6.84,0.44,4,10/31/1985,2.8183236
198510,14,16,1,1985,10,NM_South,198510,23,7.68,0.32,5,10/31/1985,2.8183236
198510,14,16,1,1985,10,NM_South,198510,23.08,7.56,0.36,6,10/31/1985,2.8183236
198510,14,16,1,1985,10,NM_South,198510,23,6.88,0.12,7,10/31/1985,2.8183236
198510,14,16,1,1985,10,NM_South,198510,21.08,9.64,0.28,8,10/31/1985,2.8183236
198606,4,7,19,1986,6,NM_South,198606,12.6,13.64,3.76,4,6/30/1986,3.6720185
198606,4,7,19,1986,6,NM_South,198606,9.92,15.76,4.32,5,6/30/1986,3.6720185
198606,4,7,19,1986,6,NM_South,198606,4.52,18.2,7.28,6,6/30/1986,3.6720185
198607,0,10,21,1986,7,NM_South,198607,1.04,14.04,15.92,4,7/31/1986,1.4669448
198607,0,10,21,1986,7,NM_South,198607,0.64,13.64,16.72,5,7/31/1986,1.4669448
198607,0,10,21,1986,7,NM_South,198607,0.72,11.16,19.12,6,7/31/1986,1.4669448
198607,0,10,21,1986,7,NM_South,198607,0.44,11.8,17.76,7,7/31/1986,1.4669448
198608,0,3,28,1986,8,NM_South,198608,0.84,11.08,19.08,4,8/31/1986,2.735909
198608,0,3,28,1986,8,NM_South,198608,0.56,10.72,19.72,5,8/31/1986,2.735909
198608,0,3,28,1986,8,NM_South,198608,0.8,11.88,18.32,6,8/31/1986,2.735909
198608,0,3,28,1986,8,NM_South,198608,0.4,13.08,17.52,7,8/31/1986,2.735909
198608,0,3,28,1986,8,NM_South,198608,0.6,15.6,13.8,8,8/31/1986,2.735909
198609,6,11,13,1986,9,NM_South,198609,6.92,15.52,7.56,4,9/30/1986,1.7932612
198609,6,11,13,1986,9,NM_South,198609,5.28,17.28,7.44,5,9/30/1986,1.7932612
198609,6,11,13,1986,9,NM_South,198609,4.48,15.48,10.04,6,9/30/1986,1.7932612
198609,6,11,13,1986,9,NM_South,198609,6.36,18.16,6.48,7,9/30/1986,1.7932612
198609,6,11,13,1986,9,NM_South,198609,3.6,19.04,8.36,8,9/30/1986,1.7932612
198610,17,13,1,1986,10,NM_South,198610,20.16,10.12,0.72,4,10/31/1986,1.9198142
198610,17,13,1,1986,10,NM_South,198610,20.56,9.92,0.52,5,10/31/1986,1.9198142
198610,17,13,1,1986,10,NM_South,198610,21.04,9.44,0.52,6,10/31/1986,1.9198142
198610,17,13,1,1986,10,NM_South,198610,20.32,9.08,0.6,7,10/31/1986,1.9198142
198610,17,13,1,1986,10,NM_South,198610,17.4,12.72,0.88,8,10/31/1986,1.9198142
198706,7,16,7,1987,6,NM_South,198706,14.28,13.6,2.12,4,6/30/1987,2.0056283
198706,7,16,7,1987,6,NM_South,198706,8.96,16.16,4.88,5,6/30/1987,2.0056283
198706,7,16,7,1987,6,NM_South,198706,5.16,17.04,7.8,6,6/30/1987,2.0056283
198707,4,11,16,1987,7,NM_South,198707,2.68,12,16.32,4,7/31/1987,0.5078387
198707,4,11,16,1987,7,NM_South,198707,1.68,14.6,14.72,5,7/31/1987,0.5078387
198707,4,11,16,1987,7,NM_South,198707,0.8,12.16,18.04,6,7/31/1987,0.5078387
198707,4,11,16,1987,7,NM_South,198707,7.76,13.24,9,7,7/31/1987,0.5078387
198708,1,6,24,1987,8,NM_South,198708,1.28,12.44,17.28,4,8/31/1987,3.0597508
198708,1,6,24,1987,8,NM_South,198708,0.2,11.76,19.04,5,8/31/1987,3.0597508
198708,1,6,24,1987,8,NM_South,198708,0.52,11.56,18.92,6,8/31/1987,3.0597508
198708,1,6,24,1987,8,NM_South,198708,0.6,12,18.4,7,8/31/1987,3.0597508
198708,1,6,24,1987,8,NM_South,198708,0.12,6.8,23.08,8,8/31/1987,3.0597508
198709,3,25,2,1987,9,NM_South,198709,7.44,14.2,8.36,4,9/30/1987,0.9057268
198709,3,25,2,1987,9,NM_South,198709,6.08,15.8,8.12,5,9/30/1987,0.9057268
198709,3,25,2,1987,9,NM_South,198709,5.36,15.88,8.76,6,9/30/1987,0.9057268
198709,3,25,2,1987,9,NM_South,198709,8.32,16.36,6.32,7,9/30/1987,0.9057268
198709,3,25,2,1987,9,NM_South,198709,6.04,13.68,11.28,8,9/30/1987,0.9057268
198710,23,8,0,1987,10,NM_South,198710,22.84,7.6,0.56,4,10/31/1987,0.28147557
198710,23,8,0,1987,10,NM_South,198710,21.92,8.56,0.52,5,10/31/1987,0.28147557
198710,23,8,0,1987,10,NM_South,198710,20.88,9.56,0.56,6,10/31/1987,0.28147557
198710,23,8,0,1987,10,NM_South,198710,22.32,7.44,0.24,7,10/31/1987,0.28147557
198710,23,8,0,1987,10,NM_South,198710,21.56,8.52,0.92,8,10/31/1987,0.28147557
198806,6,18,6,1988,6,NM_South,198806,16,11,3,4,6/30/1988,1.404994
198806,6,18,6,1988,6,NM_South,198806,13.48,13.84,2.68,5,6/30/1988,1.404994
198806,6,18,6,1988,6,NM_South,198806,13.84,11.84,4.32,6,6/30/1988,1.404994
198807,0,5,26,1988,7,NM_South,198807,2,11.92,17.08,4,7/31/1988,2.9436724
198807,0,5,26,1988,7,NM_South,198807,1.36,13.2,16.44,5,7/31/1988,2.9436724
198807,0,5,26,1988,7,NM_South,198807,1.52,11,18.48,6,7/31/1988,2.9436724
198807,0,5,26,1988,7,NM_South,198807,0.28,6.8,22.92,7,7/31/1988,2.9436724
198808,0,0,31,1988,8,NM_South,198808,1.28,10.96,18.76,4,8/31/1988,2.5003128
198808,0,0,31,1988,8,NM_South,198808,0.28,8.92,21.8,5,8/31/1988,2.5003128
198808,0,0,31,1988,8,NM_South,198808,0.44,10.8,19.76,6,8/31/1988,2.5003128
198808,0,0,31,1988,8,NM_South,198808,0.88,12.12,18,7,8/31/1988,2.5003128
198808,0,0,31,1988,8,NM_South,198808,0.44,6.36,23.2,8,8/31/1988,2.5003128
198809,15,6,9,1988,9,NM_South,198809,5.28,16.16,8.56,4,9/30/1988,2.1499286
198809,15,6,9,1988,9,NM_South,198809,7.44,14.72,7.84,5,9/30/1988,2.1499286
198809,15,6,9,1988,9,NM_South,198809,7.64,15.28,7.08,6,9/30/1988,2.1499286
198809,15,6,9,1988,9,NM_South,198809,9.48,14.2,7.32,7,9/30/1988,2.1499286
198809,15,6,9,1988,9,NM_South,198809,7.08,13.76,10.16,8,9/30/1988,2.1499286
198810,24,7,0,1988,10,NM_South,198810,23.68,7.04,0.28,4,10/31/1988,0.22592665
198810,24,7,0,1988,10,NM_South,198810,22.76,7.8,0.44,5,10/31/1988,0.22592665
198810,24,7,0,1988,10,NM_South,198810,25.04,5.84,0.12,6,10/31/1988,0.22592665
198810,24,7,0,1988,10,NM_South,198810,25,4.88,0.12,7,10/31/1988,0.22592665
198810,24,7,0,1988,10,NM_South,198810,24.4,6.32,0.28,8,10/31/1988,0.22592665
198906,8,21,1,1989,6,NM_South,198906,15.8,11.92,2.28,4,6/30/1989,0.78882873
198906,8,21,1,1989,6,NM_South,198906,12.4,13.88,3.72,5,6/30/1989,0.78882873
198906,8,21,1,1989,6,NM_South,198906,17,11,2,6,6/30/1989,0.78882873
198907,3,9,19,1989,7,NM_South,198907,1.68,13.24,16.08,4,7/31/1989,1.5725462
198907,3,9,19,1989,7,NM_South,198907,1.24,14.2,15.56,5,7/31/1989,1.5725462
198907,3,9,19,1989,7,NM_South,198907,2.72,12.36,15.92,6,7/31/1989,1.5725462
198907,3,9,19,1989,7,NM_South,198907,4.32,13.96,11.72,7,7/31/1989,1.5725462
198908,0,7,24,1989,8,NM_South,198908,0.48,11.44,19.08,4,8/31/1989,3.1087058
198908,0,7,24,1989,8,NM_South,198908,0.48,12.16,18.36,5,8/31/1989,3.1087058
198908,0,7,24,1989,8,NM_South,198908,1,10.68,19.32,6,8/31/1989,3.1087058
198908,0,7,24,1989,8,NM_South,198908,0.44,14.2,16.36,7,8/31/1989,3.1087058
198908,0,7,24,1989,8,NM_South,198908,0.24,8.04,21.72,8,8/31/1989,3.1087058
198909,10,10,10,1989,9,NM_South,198909,5.04,17.28,7.68,4,9/30/1989,0.9337802
198909,10,10,10,1989,9,NM_South,198909,6.16,17.16,6.68,5,9/30/1989,0.9337802
198909,10,10,10,1989,9,NM_South,198909,7.52,14.72,7.76,6,9/30/1989,0.9337802
198909,10,10,10,1989,9,NM_South,198909,6.88,16.16,7.96,7,9/30/1989,0.9337802
198909,10,10,10,1989,9,NM_South,198909,6.6,14.92,9.48,8,9/30/1989,0.9337802
198910,25,6,0,1989,10,NM_South,198910,22,8.44,0.56,4,10/31/1989,0.28501427
198910,25,6,0,1989,10,NM_South,198910,23.24,7.28,0.48,5,10/31/1989,0.28501427
198910,25,6,0,1989,10,NM_South,198910,22.64,7.6,0.76,6,10/31/1989,0.28501427
198910,25,6,0,1989,10,NM_South,198910,21.12,8.2,0.68,7,10/31/1989,0.28501427
198910,25,6,0,1989,10,NM_South,198910,20.12,10.2,0.68,8,10/31/1989,0.28501427
199006,13,16,1,1990,6,NM_South,199006,12.2,13.96,3.84,4,6/30/1990,0.10232025
199006,13,16,1,1990,6,NM_South,199006,10.68,15.24,4.08,5,6/30/1990,0.10232025
199006,13,16,1,1990,6,NM_South,199006,15.04,11.48,3.48,6,6/30/1990,0.10232025
199007,0,2,29,1990,7,NM_South,199007,3,14.24,13.76,4,7/31/1990,2.5512156
199007,0,2,29,1990,7,NM_South,199007,0.88,12.84,17.28,5,7/31/1990,2.5512156
199007,0,2,29,1990,7,NM_South,199007,1.92,13.16,15.92,6,7/31/1990,2.5512156
199007,0,2,29,1990,7,NM_South,199007,0,9.16,20.84,7,7/31/1990,2.5512156
199008,0,14,17,1990,8,NM_South,199008,0.88,12,18.12,4,8/31/1990,2.5840952
199008,0,14,17,1990,8,NM_South,199008,0.52,10.08,20.4,5,8/31/1990,2.5840952
199008,0,14,17,1990,8,NM_South,199008,0.76,10.44,19.8,6,8/31/1990,2.5840952
199008,0,14,17,1990,8,NM_South,199008,0.92,11.68,18.4,7,8/31/1990,2.5840952
199008,0,14,17,1990,8,NM_South,199008,0.24,7.96,21.8,8,8/31/1990,2.5840952
199009,0,15,15,1990,9,NM_South,199009,5.04,14.44,10.52,4,9/30/1990,2.1938202
199009,0,15,15,1990,9,NM_South,199009,6.52,15.88,7.6,5,9/30/1990,2.1938202
199009,0,15,15,1990,9,NM_South,199009,4.48,16.16,9.36,6,9/30/1990,2.1938202
199009,0,15,15,1990,9,NM_South,199009,5.84,17.08,8.08,7,9/30/1990,2.1938202
199009,0,15,15,1990,9,NM_South,199009,3.76,16.72,10.52,8,9/30/1990,2.1938202
199010,23,6,2,1990,10,NM_South,199010,19.92,10.08,1,4,10/31/1990,0.56845
199010,23,6,2,1990,10,NM_South,199010,21.16,9.4,0.44,5,10/31/1990,0.56845
199010,23,6,2,1990,10,NM_South,199010,21.84,8.36,0.8,6,10/31/1990,0.56845
199010,23,6,2,1990,10,NM_South,199010,20.92,8,1.08,7,10/31/1990,0.56845
199010,23,6,2,1990,10,NM_South,199010,19.92,10.24,0.84,8,10/31/1990,0.56845
199106,9,19,2,1991,6,NM_South,199106,14,14.16,1.84,4,6/30/1991,0.858524
199106,9,19,2,1991,6,NM_South,199106,11.04,15.36,3.6,5,6/30/1991,0.858524
199106,9,19,2,1991,6,NM_South,199106,9.16,14.8,6.04,6,6/30/1991,0.858524
199107,0,4,27,1991,7,NM_South,199107,2.88,11.88,16.24,4,7/31/1991,4.3074226
199107,0,4,27,1991,7,NM_South,199107,1.24,14.6,15.16,5,7/31/1991,4.3074226
199107,0,4,27,1991,7,NM_South,199107,1.76,14.12,15.12,6,7/31/1991,4.3074226
199107,0,4,27,1991,7,NM_South,199107,1.36,13.84,14.8,7,7/31/1991,4.3074226
199108,0,1,30,1991,8,NM_South,199108,1.04,13.28,16.68,4,8/31/1991,2.8500686
199108,0,1,30,1991,8,NM_South,199108,0.88,13.12,17,5,8/31/1991,2.8500686
199108,0,1,30,1991,8,NM_South,199108,0.56,10.8,19.64,6,8/31/1991,2.8500686
199108,0,1,30,1991,8,NM_South,199108,0.52,12.4,18.08,7,8/31/1991,2.8500686
199108,0,1,30,1991,8,NM_South,199108,0.12,3.76,26.12,8,8/31/1991,2.8500686
199109,4,14,12,1991,9,NM_South,199109,5.28,16.2,8.52,4,9/30/1991,3.1087596
199109,4,14,12,1991,9,NM_South,199109,4.96,16.48,8.56,5,9/30/1991,3.1087596
199109,4,14,12,1991,9,NM_South,199109,5.24,15.84,8.92,6,9/30/1991,3.1087596
199109,4,14,12,1991,9,NM_South,199109,6.16,16.08,8.76,7,9/30/1991,3.1087596
199109,4,14,12,1991,9,NM_South,199109,3.04,13.76,14.2,8,9/30/1991,3.1087596
199110,30,1,0,1991,10,NM_South,199110,20.16,10.24,0.6,4,10/31/1991,0.28326365
199110,30,1,0,1991,10,NM_South,199110,19.56,10.84,0.6,5,10/31/1991,0.28326365
199110,30,1,0,1991,10,NM_South,199110,21.32,9.08,0.6,6,10/31/1991,0.28326365
199110,30,1,0,1991,10,NM_South,199110,18.88,10.08,1.04,7,10/31/1991,0.28326365
199110,30,1,0,1991,10,NM_South,199110,18.48,11.4,1.12,8,10/31/1991,0.28326365
199206,5,24,1,1992,6,NM_South,199206,11.72,14.56,3.72,4,6/30/1992,1.4215153
199206,5,24,1,1992,6,NM_South,199206,11.4,15.16,3.44,5,6/30/1992,1.4215153
199206,5,24,1,1992,6,NM_South,199206,9.56,16.4,4.04,6,6/30/1992,1.4215153
199207,2,9,20,1992,7,NM_South,199207,3.72,13.68,13.6,4,7/31/1992,1.2215021
199207,2,9,20,1992,7,NM_South,199207,2.2,12.6,16.2,5,7/31/1992,1.2215021
199207,2,9,20,1992,7,NM_South,199207,1.4,12.08,17.52,6,7/31/1992,1.2215021
199207,2,9,20,1992,7,NM_South,199207,7.96,14.4,7.64,7,7/31/1992,1.2215021
199208,0,9,22,1992,8,NM_South,199208,1.2,12.64,17.16,4,8/31/1992,1.6742876
199208,0,9,22,1992,8,NM_South,199208,0.36,12.76,17.88,5,8/31/1992,1.6742876
199208,0,9,22,1992,8,NM_South,199208,0.04,12.48,18.48,6,8/31/1992,1.6742876
199208,0,9,22,1992,8,NM_South,199208,0.8,14.6,15.6,7,8/31/1992,1.6742876
199208,0,9,22,1992,8,NM_South,199208,0.16,14.32,15.52,8,8/31/1992,1.6742876
199209,13,12,5,1992,9,NM_South,199209,8.6,15.2,6.2,4,9/30/1992,0.72801816
199209,13,12,5,1992,9,NM_South,199209,5.44,16.48,8.08,5,9/30/1992,0.72801816
199209,13,12,5,1992,9,NM_South,199209,8.2,15.76,6.04,6,9/30/1992,0.72801816
199209,13,12,5,1992,9,NM_South,199209,8.76,16.48,5.76,7,9/30/1992,0.72801816
199209,13,12,5,1992,9,NM_South,199209,4.28,16.96,9.76,8,9/30/1992,0.72801816
199210,23,8,0,1992,10,NM_South,199210,25.32,5.36,0.32,4,10/31/1992,0.40284026
199210,23,8,0,1992,10,NM_South,199210,21.12,8.52,1.36,5,10/31/1992,0.40284026
199210,23,8,0,1992,10,NM_South,199210,21.16,9.68,0.16,6,10/31/1992,0.40284026
199210,23,8,0,1992,10,NM_South,199210,22.08,7.72,0.2,7,10/31/1992,0.40284026
199210,23,8,0,1992,10,NM_South,199210,18.76,11.12,1.12,8,10/31/1992,0.40284026
199306,11,15,4,1993,6,NM_South,199306,12.72,14.2,3.08,4,6/30/1993,0.8443008
199306,11,15,4,1993,6,NM_South,199306,10.32,15.68,4,5,6/30/1993,0.8443008
199306,11,15,4,1993,6,NM_South,199306,14.28,11.92,3.8,6,6/30/1993,0.8443008
199307,0,14,17,1993,7,NM_South,199307,2.52,13.64,14.84,4,7/31/1993,2.1803906
199307,0,14,17,1993,7,NM_South,199307,1.6,14.32,15.08,5,7/31/1993,2.1803906
199307,0,14,17,1993,7,NM_South,199307,1.64,11.12,18.24,6,7/31/1993,2.1803906
199307,0,14,17,1993,7,NM_South,199307,1.56,17.32,11.12,7,7/31/1993,2.1803906
199308,0,3,28,1993,8,NM_South,199308,0.72,10.64,19.64,4,8/31/1993,2.8349705
199308,0,3,28,1993,8,NM_South,199308,0.56,11.48,18.96,5,8/31/1993,2.8349705
199308,0,3,28,1993,8,NM_South,199308,0.24,11.04,19.72,6,8/31/1993,2.8349705
199308,0,3,28,1993,8,NM_South,199308,1.08,16.2,13.72,7,8/31/1993,2.8349705
199308,0,3,28,1993,8,NM_South,199308,0.4,9.28,20.32,8,8/31/1993,2.8349705
199309,9,16,5,1993,9,NM_South,199309,6.32,17.52,6.16,4,9/30/1993,0.6915461
199309,9,16,5,1993,9,NM_South,199309,7.48,16.12,6.4,5,9/30/1993,0.6915461
199309,9,16,5,1993,9,NM_South,199309,6.72,15.72,7.56,6,9/30/1993,0.6915461
199309,9,16,5,1993,9,NM_South,199309,5.8,19.08,6.12,7,9/30/1993,0.6915461
199309,9,16,5,1993,9,NM_South,199309,4.28,15.24,11.48,8,9/30/1993,0.6915461
199310,29,2,0,1993,10,NM_South,199310,25.2,5.76,0.04,4,10/31/1993,0.7055022
199310,29,2,0,1993,10,NM_South,199310,23.08,7.16,0.76,5,10/31/1993,0.7055022
199310,29,2,0,1993,10,NM_South,199310,22.32,8.24,0.44,6,10/31/1993,0.7055022
199310,29,2,0,1993,10,NM_South,199310,21.72,7.96,0.32,7,10/31/1993,0.7055022
199310,29,2,0,1993,10,NM_South,199310,21.04,9.2,0.76,8,10/31/1993,0.7055022
199406,16,11,3,1994,6,NM_South,199406,12.2,12.72,5.08,4,6/30/1994,0.33598137
199406,16,11,3,1994,6,NM_South,199406,10.76,14.68,4.56,5,6/30/1994,0.33598137
199406,16,11,3,1994,6,NM_South,199406,8.12,16.56,5.32,6,6/30/1994,0.33598137
199407,5,14,12,1994,7,NM_South,199407,1.96,11.96,17.08,4,7/31/1994,1.3180801
199407,5,14,12,1994,7,NM_South,199407,1.64,13.48,15.88,5,7/31/1994,1.3180801
199407,5,14,12,1994,7,NM_South,199407,1.68,15.4,13.92,6,7/31/1994,1.3180801
199407,5,14,12,1994,7,NM_South,199407,5.48,14.92,9.6,7,7/31/1994,1.3180801
199408,0,12,19,1994,8,NM_South,199408,0.4,11.4,19.2,4,8/31/1994,1.5502933
199408,0,12,19,1994,8,NM_South,199408,0.48,10.4,20.12,5,8/31/1994,1.5502933
199408,0,12,19,1994,8,NM_South,199408,0.68,12.8,17.52,6,8/31/1994,1.5502933
199408,0,12,19,1994,8,NM_South,199408,0.64,12.44,17.92,7,8/31/1994,1.5502933
199408,0,12,19,1994,8,NM_South,199408,0.24,12.64,17.12,8,8/31/1994,1.5502933
199409,14,5,11,1994,9,NM_South,199409,3,17.36,9.64,4,9/30/1994,1.0224676
199409,14,5,11,1994,9,NM_South,199409,4.96,16.68,8.36,5,9/30/1994,1.0224676
199409,14,5,11,1994,9,NM_South,199409,5.48,16.8,7.72,6,9/30/1994,1.0224676
199409,14,5,11,1994,9,NM_South,199409,5.76,18.68,6.56,7,9/30/1994,1.0224676
199409,14,5,11,1994,9,NM_South,199409,4.48,17.4,9.12,8,9/30/1994,1.0224676
199410,29,2,0,1994,10,NM_South,199410,22.16,8.04,0.8,4,10/31/1994,0.9424114
199410,29,2,0,1994,10,NM_South,199410,21.08,9.56,0.36,5,10/31/1994,0.9424114
199410,29,2,0,1994,10,NM_South,199410,20.6,9.52,0.88,6,10/31/1994,0.9424114
199410,29,2,0,1994,10,NM_South,199410,21,8.52,0.48,7,10/31/1994,0.9424114
199410,29,2,0,1994,10,NM_South,199410,19.12,11.32,0.56,8,10/31/1994,0.9424114
199506,14,14,2,1995,6,NM_South,199506,13.72,13.52,2.76,4,6/30/1995,1.3864526
199506,14,14,2,1995,6,NM_South,199506,12.4,13.84,3.76,5,6/30/1995,1.3864526
199506,14,14,2,1995,6,NM_South,199506,15.76,12.08,2.16,6,6/30/1995,1.3864526
199507,13,10,8,1995,7,NM_South,199507,2.08,14.68,14.24,4,7/31/1995,0.9297122
199507,13,10,8,1995,7,NM_South,199507,3.44,12.04,15.52,5,7/31/1995,0.9297122
199507,13,10,8,1995,7,NM_South,199507,1.56,12.12,17.32,6,7/31/1995,0.9297122
199507,13,10,8,1995,7,NM_South,199507,5.64,15.52,8.84,7,7/31/1995,0.9297122
199508,0,6,25,1995,8,NM_South,199508,1,13.36,16.64,4,8/31/1995,1.3677672
199508,0,6,25,1995,8,NM_South,199508,0.76,11.48,18.76,5,8/31/1995,1.3677672
199508,0,6,25,1995,8,NM_South,199508,0.52,10.92,19.56,6,8/31/1995,1.3677672
199508,0,6,25,1995,8,NM_South,199508,0.92,12.56,17.52,7,8/31/1995,1.3677672
199508,0,6,25,1995,8,NM_South,199508,0.12,8.56,21.32,8,8/31/1995,1.3677672
199509,3,18,9,1995,9,NM_South,199509,6.68,15,8.32,4,9/30/1995,2.4714057
199509,3,18,9,1995,9,NM_South,199509,4.84,15.84,9.32,5,9/30/1995,2.4714057
199509,3,18,9,1995,9,NM_South,199509,8.2,13.44,8.36,6,9/30/1995,2.4714057
199509,3,18,9,1995,9,NM_South,199509,8.16,16.08,6.76,7,9/30/1995,2.4714057
199509,3,18,9,1995,9,NM_South,199509,7.36,15.32,8.32,8,9/30/1995,2.4714057
199510,30,1,0,1995,10,NM_South,199510,22.04,8.76,0.2,4,10/31/1995,0.08818918
199510,30,1,0,1995,10,NM_South,199510,21.72,8.72,0.56,5,10/31/1995,0.08818918
199510,30,1,0,1995,10,NM_South,199510,23.12,7.6,0.28,6,10/31/1995,0.08818918
199510,30,1,0,1995,10,NM_South,199510,23.2,6,0.8,7,10/31/1995,0.08818918
199510,30,1,0,1995,10,NM_South,199510,22.92,7.6,0.48,8,10/31/1995,0.08818918
199606,10,13,7,1996,6,NM_South,199606,16.92,11.68,1.4,4,6/30/1996,2.4599738
